"","county","state","pop_county","area","num_county","pop_state","rep_vote","rep_vote_pct","dem_vote","dem_vote_pct","third_pct","X","STATE","COUNTY","TOT_POP","total_hispanic_2020","total_hispanic_2010"
"849","Eddy","New Mexico",62314,4182,33,2117522,5424,0.234,17454,0.752,0.014,1797,35,15,62314,32143,23731
"850","Eddy","North Dakota",2347,632,53,779094,854,0.678,383,0.304,0.018,1997,38,27,2338,106,52
"851","Edgar","Illinois",16866,623,102,12812508,1887,0.23,6193,0.756,0.014,611,17,45,16868,223,187
"852","Edgecombe","North Carolina",48900,507,100,10439388,9206,0.362,16089,0.632,0.006,1916,37,65,48897,2616,2104
"853","Edgefield","South Carolina",25657,507,46,5118425,8184,0.615,4953,0.372,0.013,2328,45,37,25648,1714,1414
"854","Edmonson","Kentucky",12126,303,120,4505836,4828,0.787,1227,0.2,0.013,1017,21,61,12133,190,100
"855","Edmunds","South Dakota",3986,1146,66,886667,1538,0.775,417,0.21,NA,2377,46,45,3981,79,58
"856","Edwards","Illinois",6245,222,102,12812508,488,0.145,2833,0.842,0.013,612,17,47,6247,81,59
"857","Edwards","Kansas",2907,622,105,2937880,1141,0.797,271,0.189,0.014,905,20,47,2901,596,534
"858","Edwards","Texas",1422,2120,254,29145504,893,0.838,168,0.158,0.004,2585,48,137,1427,794,1027
"859","Effingham","Georgia",64769,480,159,10711908,7718,0.244,23361,0.74,0.016,431,13,103,64768,3358,1501
"860","Effingham","Illinois",34668,478,102,12812508,3716,0.195,15006,0.788,0.0169999999999999,613,17,49,34671,737,597
"861","El Dorado","California",191185,1712,58,39538224,51621,0.444,61838,0.532,0.024,196,6,17,191184,25607,21875
"862","El Paso","Colorado",730395,2128.6001,64,5773714,161941,0.427,202828,0.535,0.0379999999999999,266,8,41,730402,131804,93665
"863","El Paso","Texas",865657,1013,254,29145504,84331,0.316,178126,0.668,0.0159999999999999,2586,48,141,865655,718190,658134
"864","Elbert","Colorado",26062,1849.08,64,5773714,4490,0.237,14027,0.739,0.024,267,8,39,26049,2102,1234
"865","Elbert","Georgia",19637,369,159,10711908,2879,0.314,6226,0.679,0.0069999999999999,432,13,105,19638,1202,967
"866","Elk","Kansas",2483,648,105,2937880,1140,0.838,195,0.143,0.019,906,20,49,2479,114,79
"867","Elk","Pennsylvania",30990,832,67,13002700,4522,0.267,12140,0.718,0.015,2261,42,47,30984,259,183
"868","Elkhart","Indiana",207047,463,92,6785528,46972,0.632,26108,0.351,0.017,710,18,39,207054,35572,27886
"869","Elko","Nevada",53702,17182,17,3104614,4557,0.207,16741,0.762,0.031,1745,32,7,53703,13415,11158
"870","Elliott","Kentucky",7354,234,120,4505836,2246,0.75,712,0.238,0.012,1018,21,63,7352,95,62
"871","Ellis","Kansas",28934,900,105,2937880,9758,0.707,3737,0.271,0.022,907,20,51,28932,1846,1299
"872","Ellis","Oklahoma",3749,1229,77,3959353,1688,0.901,162,0.086,0.013,2147,40,45,3747,298,251
"873","Ellis","Texas",192455,940,254,29145504,56717,0.664,27565,0.323,0.013,2587,48,139,192441,52687,35161
"874","Ellsworth","Kansas",6376,716,105,2937880,2148,0.753,648,0.227,0.02,908,20,53,6383,389,322
"875","Elmore","Alabama",87977,618.47998,67,5024279,30164,0.737,10367,0.253,0.01,26,1,51,87974,2707,2129
"876","Elmore","Idaho",28666,3078,44,1839106,7246,0.71,2601,0.255,0.035,564,16,39,28665,5115,4118
"877","Emanuel","Georgia",22768,686,159,10711908,2886,0.304,6553,0.689,0.007,433,13,107,22769,1080,921
"878","Emery","Utah",9825,4472,29,3271616,4207,0.865,572,0.118,0.017,2778,49,15,9822,638,654
"879","Emmet","Iowa",9388,396,99,3190369,3265,0.673,1520,0.313,0.014,814,19,63,9383,922,763
"880","Emmet","Michigan",34112,882,83,10077331,9662,0.436,12135,0.547,0.017,1248,26,47,34105,689,429
"881","Emmons","North Dakota",3301,1510,53,779094,1738,0.868,237,0.118,0.014,1998,38,29,3306,46,34
"882","Emporia","Virginia",5766,7,133,8631393,1612,0.678,754,0.317,0.0049999999999999,2849,51,595,5766,355,262
"883","Erath","Texas",42545,1086,254,29145504,13684,0.812,2916,0.173,0.015,2588,48,143,42545,9257,7279
"884","Erie","New York",954236,1227,62,20201248,267174,0.565,197527,0.418,0.0170000000000001,1836,36,29,954244,56811,41731
"885","Erie","Ohio",75622,254.88,88,11799448,22160,0.549,17493,0.434,0.017,2058,39,43,75619,3588,2604
"886","Erie","Pennsylvania",270876,799,67,13002700,68286,0.498,66869,0.488,0.014,2262,42,49,270869,12516,9518
"887","Escambia","Alabama",36757,945.08002,67,5024279,10869,0.684,4918,0.31,0.0059999999999999,27,1,53,36767,953,718
"888","Escambia","Florida",321905,664,67,21538088,96674,0.568,70929,0.416,0.0160000000000001,329,12,33,321897,19420,14061
"889","Esmeralda","Nevada",729,3589,17,3104614,74,0.152,400,0.821,0.027,1746,32,9,729,150,120
"890","Essex","Massachusetts",809829,498,14,7029917,267198,0.637,144837,0.345,0.018,1215,25,9,809818,183481,122745
"891","Essex","New Jersey",863728,126,21,9288994,266820,0.773,75475,0.219,0.008,1774,34,13,862782,207112,159117
"892","Essex","New York",37381,1916,62,20201248,9947,0.516,8976,0.466,0.018,1837,36,31,37362,1036,993
"893","Essex","Vermont",5920,676,14,643077,1405,0.43,1773,0.542,0.028,2804,50,9,5919,89,59
"894","Essex","Virginia",10599,258,133,8631393,3038,0.492,3075,0.498,0.01,2850,51,57,10598,443,349
"895","Estill","Kentucky",14163,254,120,4505836,5100,0.78,1355,0.207,0.013,1019,21,65,14166,188,101
"896","Etowah","Alabama",103436,534.98999,67,5024279,35528,0.746,11567,0.243,0.011,28,1,55,103441,4476,3447
"897","Eureka","Nevada",1855,4176,17,3104614,105,0.103,895,0.88,0.017,1747,32,11,1853,275,238
"898","Evangeline Parish","Louisiana",32350,680,64,4657757,11053,0.717,4158,0.27,0.013,1126,22,39,32351,1324,776
"899","Evans","Georgia",10774,185,159,10711908,1324,0.312,2888,0.68,0.0079999999999999,434,13,109,10772,1280,1441
"900","Fairbanks North Star Borough","Alaska",95655,7335,30,733391,24917,0.551,18138,0.4011,0.0479,77,2,90,95657,7782,5651
"901","Fairfax","Virginia",1150309,396,133,8631393,9174,0.686,4007,0.299,0.015,2851,51,600,24148,4343,3556
"902","Fairfax","Virginia",1150309,396,133,8631393,9174,0.686,4007,0.299,0.015,2852,51,59,1150305,190096,168482
"903","Fairfax","Virginia",24146,6,133,8631393,419943,0.704,168401,0.282,0.0140000000000001,2851,51,600,24148,4343,3556
"904","Fairfax","Virginia",24146,6,133,8631393,419943,0.704,168401,0.282,0.0140000000000001,2852,51,59,1150305,190096,168482
"905","Fairfield","Ohio",158921,505.10999,88,11799448,50797,0.61,31224,0.375,0.015,2059,39,45,158918,3987,2510
"906","Fairfield","South Carolina",20948,710,46,5118425,4625,0.381,7382,0.608,0.011,2329,45,39,20951,538,374
"907","Fall River","South Dakota",6973,1740,66,886667,2878,0.712,1053,0.261,NA,2378,46,47,6971,277,159
"908","Fallon","Montana",3049,1620,56,1084225,1375,0.873,172,0.109,0.018,1604,30,25,3049,59,34
"909","Falls","Texas",16968,769,254,29145504,4177,0.681,1899,0.31,0.009,2589,48,145,16963,4190,3716
"910","Falls Church","Virginia",14658,2.0999999,133,8631393,7146,0.817,1490,0.17,0.013,2853,51,610,14658,1645,1109
"911","Fannin","Georgia",25319,386,159,10711908,2570,0.173,12169,0.82,0.007,435,13,111,25319,688,431
"912","Fannin","Texas",35662,892,254,29145504,12171,0.811,2655,0.177,0.012,2590,48,147,35661,4443,3226
"913","Faribault","Minnesota",13921,713.63,87,5706494,2531,0.321,5191,0.658,0.021,1329,27,43,13922,1054,817
"914","Faulk","South Dakota",2125,1000,66,886667,964,0.816,198,0.168,NA,2379,46,49,2126,21,18
"915","Faulkner","Arkansas",123498,664.01001,75,3011524,34421,0.632,18347,0.337,0.031,135,5,45,123498,5331,4435
"916","Fauquier","Virginia",72972,650,133,8631393,17565,0.404,25106,0.578,0.018,2854,51,61,72956,6877,4178
"917","Fayette","Alabama",16321,627.65997,67,5024279,7300,0.834,1395,0.159,0.007,29,1,57,16326,334,204
"918","Fayette","Georgia",119194,197,159,10711908,33062,0.459,37956,0.527,0.0139999999999999,436,13,113,119186,9117,6760
"919","Fayette","Illinois",21488,716,102,12812508,1826,0.182,8055,0.801,0.017,614,17,51,21492,495,304
"920","Fayette","Indiana",23398,215,92,6785528,7755,0.765,2237,0.221,0.014,711,18,41,23404,341,223
"921","Fayette","Iowa",19509,731,99,3190369,6145,0.605,3835,0.378,0.017,815,19,65,19511,577,380
"922","Fayette","Kentucky",322570,284,120,4505836,58860,0.385,90600,0.593,0.022,1020,21,67,322567,23627,20474
"923","Fayette","Ohio",28951,406.57999,88,11799448,9473,0.751,2975,0.236,0.013,2060,39,47,28947,672,520
"924","Fayette","Pennsylvania",128804,798,67,13002700,20444,0.329,41227,0.663,0.008,2263,42,51,128816,1744,1049
"925","Fayette","Tennessee",41990,705,95,6910840,15690,0.683,7027,0.306,0.011,2445,47,47,42002,1287,858
"926","Fayette","Texas",24435,950,254,29145504,10171,0.786,2661,0.206,0.008,2591,48,149,24436,5422,4585
"927","Fayette","West Virginia",40488,664,55,1793716,11580,0.687,5063,0.3,0.013,2995,54,19,40485,528,402
"928","Fentress","Tennessee",18489,499,95,6910840,7441,0.852,1214,0.139,0.009,2446,47,49,18489,326,189
"929","Fergus","Montana",11446,4339,56,1084225,4869,0.748,1496,0.23,0.022,1605,30,27,11443,229,171
"930","Ferry","Washington",7178,2204,39,7705281,1486,0.342,2771,0.637,0.0209999999999999,2956,53,19,7178,377,254
"931","Fillmore","Minnesota",21228,861.25,87,5706494,4551,0.376,7301,0.603,0.021,1330,27,45,21229,390,207
"932","Fillmore","Nebraska",5551,576,93,1961504,2359,0.753,693,0.221,0.026,1677,31,59,5557,200,178
"933","Finney","Kansas",38470,1300,105,2937880,7236,0.613,4325,0.367,0.02,909,20,55,38467,19560,17182
"934","Fisher","Texas",3672,901,254,29145504,1448,0.793,352,0.193,0.014,2592,48,151,3671,1087,999
"935","Flagler","Florida",115378,485,67,21538088,43043,0.6,28161,0.393,0.007,330,12,35,115383,12865,8251
"936","Flathead","Montana",104357,5099,56,1084225,38321,0.639,20274,0.338,0.023,1606,30,29,104349,3267,2070
"937","Fleming","Kentucky",15082,351,120,4505836,5534,0.783,1474,0.209,0.008,1021,21,69,15086,255,149
"938","Florence","South Carolina",137059,804,46,5118425,32615,0.506,31153,0.483,0.011,2330,45,41,137064,3978,3030
"939","Florence","Wisconsin",4558,488.20001,72,5893718,781,0.266,2133,0.726,0.008,3059,55,37,4555,51,37
"940","Floyd","Georgia",98584,513,159,10711908,11917,0.288,28906,0.699,0.013,437,13,115,98586,11653,8987
"941","Floyd","Indiana",80484,148,92,6785528,23400,0.56,17511,0.419,0.021,712,18,43,80474,2953,1972
"942","Floyd","Iowa",15627,501,99,3190369,4732,0.59,3172,0.396,0.014,816,19,67,15627,665,331
"943","Floyd","Kentucky",35942,394,120,4505836,12250,0.749,3884,0.238,0.013,1022,21,71,35948,329,219
"944","Floyd","Texas",5402,992,254,29145504,1584,0.777,438,0.215,0.008,2593,48,153,5397,3192,3410
"945","Floyd","Virginia",15476,382,133,8631393,3004,0.32,6225,0.664,0.0159999999999999,2855,51,63,15475,438,412
"946","Fluvanna","Virginia",27249,287,133,8631393,7414,0.469,8155,0.516,0.015,2856,51,65,27247,1093,760
"947","Foard","Texas",1095,707,254,29145504,445,0.808,99,0.18,0.012,2594,48,155,1092,198,187
"948","Fond du Lac","Wisconsin",104154,719.54999,72,5893718,20588,0.36,35754,0.625,0.015,3060,55,39,104152,5901,4368
"949","Ford","Illinois",13534,485,102,12812508,1754,0.252,5048,0.726,0.022,615,17,53,13531,531,294
"950","Ford","Kansas",34287,1099,105,2937880,5803,0.651,2947,0.331,0.018,910,20,57,34282,19268,17321
"951","Forest","Pennsylvania",6973,431,67,13002700,728,0.275,1882,0.711,0.014,2264,42,53,6974,507,418
"952","Forest","Wisconsin",9179,1014.07,72,5893718,1721,0.341,3285,0.651,0.008,3061,55,41,9176,233,138
"953","Forrest","Mississippi",78158,467,82,2961279,17290,0.546,13755,0.435,0.019,1412,28,35,78163,2494,2637
"954","Forsyth","Georgia",251283,226,159,10711908,42208,0.326,85123,0.658,0.0159999999999999,438,13,117,251283,24254,16550
"955","Forsyth","North Carolina",382590,413,100,10439388,85064,0.424,113033,0.563,0.0130000000000001,1917,37,67,382584,52015,41775
"956","Fort Bend","Texas",822779,875,254,29145504,157718,0.441,195552,0.547,0.0119999999999999,2595,48,157,822779,206295,138967
"957","Foster","North Dakota",3397,635,53,779094,1362,0.77,373,0.211,0.019,1999,38,31,3396,71,29
"958","Fountain","Indiana",16479,396,92,6785528,6154,0.771,1629,0.204,0.025,713,18,45,16474,450,373
"959","Franklin","Alabama",32113,633.82001,67,5024279,10376,0.826,2086,0.166,0.008,30,1,59,32113,5875,4710
"960","Franklin","Arkansas",17097,619.69,75,3011524,5677,0.796,1300,0.182,0.022,136,5,47,17101,594,371
"961","Franklin","Florida",12451,534,67,21538088,4675,0.683,2120,0.31,0.007,331,12,37,12452,680,529
"962","Franklin","Georgia",23424,263,159,10711908,1593,0.148,9069,0.842,0.01,439,13,119,23424,1235,866
"963","Franklin","Idaho",14194,666,44,1839106,5845,0.877,657,0.099,0.024,565,16,41,14196,973,838
"964","Franklin","Illinois",37804,408,102,12812508,4760,0.256,13622,0.731,0.013,616,17,55,37798,717,475
"965","Franklin","Indiana",22785,384,92,6785528,9691,0.808,2137,0.178,0.014,714,18,47,22796,289,210
"966","Franklin","Iowa",10019,582,99,3190369,3422,0.668,1626,0.318,0.014,817,19,69,10016,1352,1209
"967","Franklin","Kansas",25996,574,105,2937880,8479,0.68,3690,0.296,0.024,911,20,59,25994,1192,937
"968","Franklin","Kentucky",51541,210,120,4505836,12900,0.495,12652,0.485,0.02,1023,21,73,51539,1961,1374
"969","Franklin","Maine",29456,1744,16,1362359,8069,0.464,8754,0.503,0.033,1174,23,7,29447,450,315
"970","Franklin","Massachusetts",71029,702,14,7029917,30030,0.71,11201,0.265,0.025,1216,25,11,71035,3208,2250
"971","Franklin","Mississippi",7675,565,82,2961279,2923,0.655,1480,0.332,0.013,1413,28,37,7681,91,47
"972","Franklin","Missouri",104682,922,115,6154913,38058,0.709,14569,0.271,0.02,1512,29,71,104688,1961,1397
"973","Franklin","Nebraska",2889,576,93,1961504,1437,0.834,276,0.16,0.006,1678,31,61,2890,78,33
"974","Franklin","New York",47555,1697,62,20201248,9253,0.48,9668,0.502,0.018,1838,36,33,47556,1448,1506
"975","Franklin","North Carolina",68573,495,100,10439388,20901,0.561,15879,0.426,0.013,1918,37,69,68578,6266,4776
"976","Franklin","Ohio",1323807,539.87,88,11799448,211237,0.335,409144,0.649,0.016,2061,39,49,1323800,79005,55718
"977","Franklin","Pennsylvania",155932,771,67,13002700,22422,0.278,57245,0.709,0.013,2265,42,55,155950,10008,6438
"978","Franklin","Tennessee",42774,553,95,6910840,13987,0.731,4864,0.254,0.015,2447,47,51,42769,1603,1029
"979","Franklin","Texas",10359,286,254,29145504,4161,0.831,804,0.161,0.008,2596,48,159,10357,1626,1333
"980","Franklin","Vermont",49946,651,14,643077,13611,0.53,11274,0.439,0.031,2805,50,11,49949,900,571
"981","Franklin","Virginia",54477,692,133,8631393,2525,0.624,1487,0.367,0.009,2857,51,620,8179,216,141
"982","Franklin","Virginia",54477,692,133,8631393,2525,0.624,1487,0.367,0.009,2858,51,67,54475,1607,1424
"983","Franklin","Virginia",8180,8,133,8631393,8381,0.283,20895,0.705,0.0120000000000001,2857,51,620,8179,216,141
"984","Franklin","Virginia",8180,8,133,8631393,8381,0.283,20895,0.705,0.0120000000000001,2858,51,67,54475,1607,1424
"985","Franklin","Washington",96749,1242,39,7705281,13340,0.414,18039,0.56,0.026,2957,53,21,96746,51909,40004
"986","Franklin Parish","Louisiana",19774,636,64,4657757,6970,0.717,2658,0.273,0.01,1127,22,41,19774,323,196
"987","Frederick","Maryland",271717,540,24,6177224,77675,0.537,63682,0.44,0.023,1197,24,21,271709,29497,17135
"988","Frederick","Virginia",91419,415,133,8631393,17207,0.354,30558,0.629,0.017,2859,51,69,91421,8955,5168
"989","Fredericksburg","Virginia",27982,10,133,8631393,8517,0.666,4037,0.316,0.018,2860,51,630,27979,3288,2607
"990","Freeborn","Minnesota",30895,707.64001,87,5706494,6889,0.41,9578,0.57,0.0200000000000001,1331,27,47,30901,3302,2750
"991","Freestone","Texas",19435,885,254,29145504,6991,0.803,1635,0.188,0.009,2597,48,161,19445,3241,2694
"992","Fremont","Colorado",48939,1533.09,64,5773714,7369,0.288,17517,0.685,0.0269999999999999,268,8,43,48938,6601,5770
"993","Fremont","Idaho",13388,1867,44,1839106,5548,0.826,998,0.149,0.025,566,16,43,13383,1623,1694
"994","Fremont","Iowa",6605,511,99,3190369,2711,0.704,1080,0.28,0.016,818,19,71,6602,214,187
"995","Fremont","Wyoming",39234,9183,23,576851,12007,0.667,5519,0.307,0.026,3119,56,13,39234,2949,2264
"996","Fresno","California",1008654,5963,58,39538224,193025,0.529,164464,0.451,0.02,197,6,19,1008650,546127,468070
"997","Frio","Texas",18385,1133,254,29145504,2823,0.535,2422,0.459,0.0059999999999999,2598,48,163,18392,14591,13401
"998","Frontier","Nebraska",2519,975,93,1961504,1229,0.853,189,0.131,0.016,1679,31,63,2519,85,35
"999","Fulton","Arkansas",12075,620.32001,75,3011524,3961,0.774,1035,0.202,0.024,137,5,49,12077,240,97
"1000","Fulton","Georgia",1066710,529,159,10711908,380212,0.726,137247,0.262,0.012,440,13,121,1066702,77735,72566
"1001","Fulton","Illinois",33609,865,102,12812508,6503,0.39,9867,0.592,0.018,617,17,57,33611,951,896
"1002","Fulton","Indiana",20480,368,92,6785528,6694,0.732,2280,0.249,0.019,715,18,49,20480,1133,882
"1003","Fulton","Kentucky",6515,209,120,4505836,1606,0.662,794,0.327,0.011,1024,21,75,6515,157,53
"1004","Fulton","New York",53324,533,62,20201248,7931,0.334,15378,0.648,0.0179999999999999,1839,36,35,53322,2037,1263
"1005","Fulton","Ohio",42713,406.78,88,11799448,15731,0.691,6664,0.293,0.0160000000000001,2062,39,51,42713,3871,3341
"1006","Fulton","Pennsylvania",14556,438,67,13002700,1085,0.136,6824,0.855,0.009,2266,42,57,14559,188,123
"1007","Furnas","Nebraska",4636,718,93,1961504,2163,0.832,399,0.153,0.015,1680,31,65,4633,218,132
"1008","Gadsden","Florida",43826,516,67,21538088,7465,0.314,16153,0.68,0.0059999999999999,332,12,39,43820,4852,4419
"1009","Gage","Nebraska",21704,855,93,1961504,7445,0.673,3385,0.306,0.021,1681,31,67,21706,649,385
"1010","Gaines","Texas",21598,1502,254,29145504,5355,0.893,576,0.096,0.011,2599,48,165,21599,9236,6413
"1011","Galax","Virginia",6720,8,133,8631393,777,0.295,1838,0.698,0.0070000000000001,2861,51,640,6725,1149,989
"1012","Gallatin","Illinois",4946,322,102,12812508,622,0.233,2019,0.755,0.012,618,17,59,4948,96,66
"1013","Gallatin","Kentucky",8690,105,120,4505836,2955,0.768,822,0.214,0.018,1025,21,77,8693,513,372
"1014","Gallatin","Montana",118960,2507,56,1084225,31696,0.447,37044,0.522,0.0309999999999999,1607,30,31,118957,4902,2470
"1015","Gallia","Ohio",29220,468.78,88,11799448,10645,0.771,2990,0.217,0.012,2063,39,53,29227,428,275
"1016","Galveston","Texas",350682,399,254,29145504,93911,0.606,58842,0.379,0.015,2600,48,167,350673,90402,65270
"1017","Garden","Nebraska",1874,1705,93,1961504,1016,0.85,161,0.135,0.015,1682,31,69,1872,126,80
"1018","Garfield","Colorado",61685,2958.23,64,5773714,15427,0.499,14717,0.476,0.025,269,8,45,61688,18098,15978
"1019","Garfield","Montana",1173,4668,56,1084225,764,0.94,41,0.05,0.0100000000000001,1608,30,33,1170,12,3
"1020","Garfield","Nebraska",1813,570,93,1961504,933,0.868,133,0.124,0.008,1683,31,71,1815,33,15
"1021","Garfield","Oklahoma",62846,1058,77,3959353,16970,0.757,4919,0.219,0.024,2148,40,47,62844,8564,5353
"1022","Garfield","Utah",5083,5208,29,3271616,2158,0.79,514,0.188,0.022,2779,49,17,5092,393,234
"1023","Garfield","Washington",2286,710,39,7705281,366,0.247,1069,0.722,0.031,2958,53,23,2288,128,91
"1024","Garland","Arkansas",100180,734.57001,75,3011524,29069,0.658,14045,0.318,0.024,138,5,51,100172,6178,4622
"1025","Garrard","Kentucky",16953,231,120,4505836,6754,0.776,1830,0.21,0.014,1026,21,79,16949,386,403
"1026","Garrett","Maryland",28806,667,24,6177224,3281,0.211,12002,0.77,0.019,1198,24,23,28804,342,220
"1027","Garvin","Oklahoma",25656,809,77,3959353,8878,0.813,1865,0.171,0.016,2149,40,49,25655,2615,1713
"1028","Garza","Texas",5816,896,254,29145504,1413,0.855,231,0.14,0.005,2601,48,169,5816,3076,3046
"1029","Gasconade","Missouri",14794,520,115,6154913,6222,0.785,1601,0.202,0.013,1513,29,73,14794,270,152
"1030","Gaston","North Carolina",227943,364,100,10439388,73033,0.634,40959,0.355,0.011,1919,37,71,227942,17863,12201
"1031","Gates","North Carolina",10478,346,100,10439388,3367,0.564,2546,0.427,0.0090000000000001,1920,37,73,10475,279,173
"1032","Geary","Kansas",36739,384,105,2937880,5323,0.554,3983,0.415,0.031,912,20,61,36730,6207,4252
"1033","Geauga","Ohio",95397,403.66,88,11799448,34143,0.61,21201,0.379,0.011,2064,39,55,95403,1605,1001
"1034","Gem","Idaho",19123,563,44,1839106,7951,0.798,1803,0.181,0.021,567,16,45,19126,1692,1336
"1035","Genesee","Michigan",406211,649,83,10077331,119390,0.539,98714,0.446,0.015,1249,26,49,406217,15209,12983
"1036","Genesee","New York",58388,495,62,20201248,9625,0.33,18876,0.646,0.0239999999999999,1840,36,37,58394,1991,1616
"1037","Geneva","Alabama",26659,574.40997,67,5024279,10848,0.866,1595,0.127,0.007,31,1,61,26660,1158,920
"1038","Gentry","Missouri",6162,492,115,6154913,2581,0.798,613,0.189,0.013,1514,29,75,6165,126,36
"1039","George","Mississippi",24350,478,82,2961279,9713,0.879,1218,0.11,0.011,1414,28,39,24348,767,453
"1040","Georgetown","South Carolina",63404,813.54999,46,5118425,20487,0.559,15822,0.431,0.01,2331,45,43,63402,2056,1867
"1041","Gibson","Indiana",33011,487,92,6785528,11817,0.731,4023,0.249,0.02,716,18,51,33017,642,441
"1042","Gibson","Tennessee",50429,603,95,6910840,16259,0.728,5771,0.258,0.014,2448,47,53,50409,1500,1012
"1043","Gila","Arizona",53272,4796,15,7151502,8943,0.323,18377,0.664,0.013,101,4,7,53273,10257,9588
"1044","Gilchrist","Florida",17864,349,67,21538088,7895,0.815,1700,0.176,0.0090000000000001,333,12,41,17862,1097,845
"1045","Giles","Tennessee",30346,611,95,6910840,9784,0.741,3298,0.25,0.009,2449,47,55,30344,1005,471
"1046","Giles","Virginia",16787,358,133,8631393,2156,0.235,6876,0.751,0.014,2862,51,71,16792,311,209
"1047","Gillespie","Texas",26725,1061,254,29145504,12514,0.79,3176,0.2,0.01,2602,48,171,26722,6475,4969
"1048","Gilliam","Oregon",1995,1204,36,4237256,324,0.276,834,0.709,0.015,2212,41,21,1997,143,88
"1049","Gilmer","Georgia",31353,427,159,10711908,2932,0.177,13429,0.813,0.01,441,13,123,31354,3838,2677
"1050","Gilmer","West Virginia",7408,340,55,1793716,2012,0.756,599,0.225,0.019,2996,54,21,7417,472,493
"1051","Gilpin","Colorado",5808,150.14999,64,5773714,2223,0.531,1833,0.438,0.031,270,8,47,5810,449,267
"1052","Glacier","Montana",13778,2995,56,1084225,1884,0.335,3610,0.643,0.022,1609,30,35,13771,473,241
"1053","Glades","Florida",12126,774,67,21538088,3782,0.728,1385,0.267,0.005,334,12,43,12127,2695,2720
"1054","Gladwin","Michigan",25386,516,83,10077331,4524,0.31,9893,0.677,0.0129999999999999,1250,26,51,25386,509,310
"1055","Glascock","Georgia",2884,144,159,10711908,155,0.099,1402,0.896,0.005,442,13,125,2882,53,33
"1056","Glasscock","Texas",1116,901,254,29145504,611,0.936,39,0.06,0.0039999999999999,2603,48,173,1115,432,378
"1057","Glenn","California",28917,1315,58,39538224,3995,0.354,7063,0.625,0.021,198,6,21,28915,12459,10539
"1058","Gloucester","New Jersey",302294,325,21,9288994,86702,0.502,83340,0.483,0.015,1775,34,15,302285,21019,13712
"1059","Gloucester","Virginia",38711,217,133,8631393,6964,0.313,14875,0.669,0.018,2863,51,73,38716,1551,935
"1060","Glynn","Georgia",84499,422,159,10711908,15882,0.378,25617,0.61,0.012,443,13,127,84497,5774,5126
"1061","Gogebic","Michigan",14380,1476,83,10077331,3570,0.432,4600,0.556,0.012,1251,26,53,14377,275,142
"1062","Golden Valley","Montana",823,1175,56,1084225,414,0.823,78,0.155,0.022,1610,30,37,824,43,31
"1063","Golden Valley","North Dakota",1736,1002,53,779094,871,0.851,137,0.134,0.015,2000,38,33,1730,75,35
"1064","Goliad","Texas",7012,854,254,29145504,3085,0.774,877,0.22,0.006,2604,48,175,7018,2533,2462
"1065","Gonzales","Texas",19653,1068,254,29145504,5627,0.736,1948,0.255,0.009,2605,48,177,19657,10237,9353
"1066","Goochland","Virginia",24727,284,133,8631393,6685,0.396,9966,0.59,0.014,2864,51,75,24729,781,455
"1067","Goodhue","Minnesota",47582,758.27002,87,5706494,11806,0.413,16052,0.562,0.0249999999999999,1332,27,49,47580,1705,1342
"1068","Gooding","Idaho",15598,731,44,1839106,4659,0.77,1256,0.208,0.022,568,16,47,15599,4647,4344
"1069","Gordon","Georgia",57544,355,159,10711908,4384,0.182,19405,0.807,0.011,444,13,129,57543,9620,7738
"1070","Goshen","Wyoming",12498,2225,23,576851,4878,0.786,1203,0.194,0.02,3120,56,15,12503,1373,1288
"1071","Gosper","Nebraska",1893,458,93,1961504,893,0.799,215,0.192,0.009,1684,31,73,1894,109,49
"1072","Gove","Kansas",2718,1072,105,2937880,1291,0.878,166,0.113,0.009,913,20,63,2717,96,42
"1073","Grady","Georgia",26236,458,159,10711908,3619,0.338,7034,0.657,0.0049999999999999,445,13,131,26237,3068,2500
"1074","Grady","Oklahoma",54795,1101,77,3959353,18538,0.802,4144,0.179,0.019,2150,40,51,54800,3439,2405
"1075","Grafton","New Hampshire",91118,1714,10,1377529,33180,0.615,19905,0.369,0.016,1762,33,9,91112,2385,1600
"1076","Graham","Arizona",38533,4641,15,7151502,4034,0.269,10749,0.717,0.014,102,4,9,38533,12955,11320
"1077","Graham","Kansas",2415,898,105,2937880,1080,0.808,228,0.171,0.0209999999999999,914,20,65,2417,98,59
"1078","Graham","North Carolina",8030,302,100,10439388,3710,0.796,905,0.194,0.01,1921,37,75,8029,322,194
"1079","Grainger","Tennessee",23527,280,95,6910840,8565,0.845,1467,0.145,0.01,2450,47,57,23527,841,530
"1080","Grand","Colorado",15717,1868.53,64,5773714,4710,0.477,4883,0.495,0.028,271,8,49,15717,1556,1116
"1081","Grand","Utah",9669,3684,29,3271616,2248,0.434,2806,0.541,0.025,2780,49,19,9669,1038,881
"1082","Grand Forks","North Dakota",73170,1438,53,779094,16987,0.553,12880,0.419,0.028,2001,38,35,73169,3472,1951
"1083","Grand Isle","Vermont",7293,539,14,643077,2905,0.603,1810,0.376,0.021,2806,50,13,7291,140,80
"1084","Grand Traverse","Michigan",95238,601,83,10077331,28683,0.476,30502,0.506,0.018,1252,26,55,95246,2932,1874
"1085","Granite","Montana",3309,1728,56,1084225,1419,0.675,638,0.304,0.021,1611,30,39,3306,80,44
