"","county","state","pop_county","area","num_county","pop_state","rep_vote","rep_vote_pct","dem_vote","dem_vote_pct","third_pct","X","STATE","COUNTY","TOT_POP","total_hispanic_2020","total_hispanic_2010"
"239","Boone","Missouri",183610,685,115,6154913,38646,0.424,50064,0.549,0.027,1486,29,19,183607,6601,4895
"240","Boone","Nebraska",5379,687,93,1961504,2653,0.825,499,0.155,0.02,1653,31,11,5377,130,65
"241","Boone","West Virginia",21809,503,55,1793716,6816,0.756,2041,0.226,0.018,2988,54,5,21807,163,97
"242","Borden","Texas",631,899,254,29145504,397,0.954,16,0.038,0.008,2533,48,33,628,125,95
"243","Bosque","Texas",18235,989,254,29145504,7469,0.818,1561,0.171,0.011,2534,48,35,18226,3541,2926
"244","Bossier Parish","Louisiana",128746,867,64,4657757,38074,0.697,15662,0.287,0.0160000000000001,1114,22,15,128736,8885,7026
"245","Botetourt","Virginia",33596,543,133,8631393,5700,0.271,15099,0.717,0.012,2826,51,23,33593,653,356
"246","Bottineau","North Dakota",6379,1669,53,779094,2575,0.744,821,0.237,0.019,1988,38,9,6378,161,82
"247","Boulder","Colorado",330758,740.47998,64,5773714,159089,0.772,42501,0.206,0.022,252,8,13,330764,45644,39276
"248","Boundary","Idaho",12056,1269,44,1839106,4937,0.782,1220,0.193,0.025,555,16,21,12057,638,402
"249","Bourbon","Kansas",14360,637,105,2937880,5023,0.752,1541,0.231,0.017,887,20,11,14361,448,309
"250","Bourbon","Kentucky",20252,291,120,4505836,6190,0.642,3296,0.342,0.016,995,21,17,20250,1418,1368
"251","Bowie","Texas",92893,888,254,29145504,27116,0.709,10747,0.281,0.01,2535,48,37,92903,7454,6062
"252","Bowman","North Dakota",2993,1162,53,779094,1395,0.844,228,0.138,0.018,1989,38,11,2997,158,78
"253","Box Butte","Nebraska",10842,1075,93,1961504,4002,0.772,1051,0.203,0.025,1654,31,13,10841,1425,1157
"254","Box Elder","Utah",57666,6729,29,3271616,21548,0.797,4473,0.166,0.0369999999999999,2772,49,3,57669,5657,4152
"255","Boyd","Kentucky",48261,160,120,4505836,14295,0.658,7083,0.326,0.016,996,21,19,48253,956,714
"256","Boyd","Nebraska",1810,540,93,1961504,1010,0.876,135,0.117,0.007,1655,31,15,1814,47,33
"257","Boyle","Kentucky",30614,182,120,4505836,8872,0.613,5298,0.366,0.021,997,21,21,30619,1039,796
"258","Bracken","Kentucky",8400,203,120,4505836,3398,0.801,800,0.189,0.01,998,21,23,8403,150,96
"259","Bradford","Florida",28203,293,67,21538088,10334,0.758,3160,0.232,0.01,317,12,7,28306,1334,1020
"260","Bradford","Pennsylvania",59967,1161,67,13002700,8046,0.267,21600,0.716,0.017,2245,42,15,59969,930,702
"261","Bradley","Arkansas",10545,654.38,75,3011524,2335,0.639,1214,0.332,0.029,118,5,11,10540,1666,1516
"262","Bradley","Tennessee",108620,329,95,6910840,35204,0.768,9851,0.215,0.017,2427,47,11,108620,7377,4664
"263","Branch","Michigan",44862,519,83,10077331,6159,0.3,14064,0.685,0.0149999999999999,1236,26,23,44860,2426,1804
"264","Brantley","Georgia",18021,444,159,10711908,700,0.09,6993,0.902,0.008,393,13,25,18021,452,343
"265","Braxton","West Virginia",12447,514,55,1793716,4120,0.727,1457,0.257,0.016,2989,54,7,12449,142,67
"266","Brazoria","Texas",372031,1387,254,29145504,90433,0.584,62228,0.402,0.014,2536,48,39,372040,118597,86643
"267","Brazos","Texas",233849,586,254,29145504,47530,0.56,35349,0.416,0.024,2537,48,41,233848,61486,45405
"268","Breathitt","Kentucky",13718,495,120,4505836,4265,0.753,1301,0.23,0.017,999,21,25,13717,174,89
"269","Breckinridge","Kentucky",20432,572,120,4505836,7701,0.755,2350,0.23,0.015,1000,21,27,20433,410,175
"270","Bremer","Iowa",24988,428,99,3190369,8294,0.571,5958,0.41,0.0190000000000001,791,19,17,24988,465,239
"271","Brevard","Florida",606612,1018,67,21538088,207883,0.576,148549,0.412,0.0120000000000001,318,12,9,606603,68101,43943
"272","Brewster","Texas",9546,6193,254,29145504,2461,0.51,2258,0.468,0.022,2538,48,43,9545,4338,3918
"273","Briscoe","Texas",1435,900,254,29145504,639,0.881,78,0.108,0.011,2539,48,45,1434,370,411
"274","Bristol","Massachusetts",579200,556,14,7029917,153377,0.551,119872,0.431,0.018,1213,25,5,579210,51679,33020
"275","Bristol","Rhode Island",50793,24,5,1097379,18050,0.639,9745,0.345,0.016,2305,44,1,50786,1668,989
"276","Bristol","Virginia",17219,12,133,8631393,2313,0.297,5347,0.687,0.016,2827,51,520,17218,448,221
"277","Bristol Bay Borough","Alaska",844,482,30,733391,304,0.6008,193,0.3814,0.0178,72,2,60,843,79,24
"278","Broadwater","Montana",6774,1192,56,1084225,3173,0.774,835,0.204,0.022,1595,30,7,6773,215,126
"279","Bronx","New York",1472654,57.43,62,20201248,355374,0.835,67740,0.159,0.006,1824,36,5,1472656,831518,741413
"280","Brooke","West Virginia",22559,89,55,1793716,7545,0.708,2947,0.277,0.015,2990,54,9,22551,227,163
"281","Brookings","South Dakota",34375,794,66,886667,8000,0.549,6110,0.419,NA,2360,46,11,34380,1331,636
"282","Brooks","Georgia",16301,494,159,10711908,2791,0.393,4261,0.6,0.007,394,13,27,16299,1226,853
"283","Brooks","Texas",7076,943,254,29145504,998,0.402,1470,0.592,0.006,2540,48,47,7086,6421,6590
"284","Broome","New York",198683,715,62,20201248,47010,0.507,43800,0.472,0.021,1825,36,7,198675,9257,6778
"285","Broomfield","Colorado",74112,33.57,64,5773714,29077,0.624,16295,0.349,0.027,253,8,14,74105,9571,6216
"286","Broward","Florida",1944375,1209,67,21538088,333409,0.348,618752,0.646,0.006,319,12,11,1944376,610845,438247
"287","Brown","Illinois",6244,305,102,12812508,486,0.193,1931,0.766,0.0409999999999999,593,17,9,6247,425,402
"288","Brown","Indiana",15475,312,92,6785528,5777,0.643,3036,0.338,0.019,697,18,13,15475,315,178
"289","Brown","Kansas",9508,571,105,2937880,3262,0.73,1104,0.247,0.023,888,20,13,9511,538,306
"290","Brown","Minnesota",25912,610.85999,87,5706494,4753,0.326,9552,0.654,0.0199999999999999,1315,27,15,25914,1223,860
"291","Brown","Nebraska",2903,1221,93,1961504,1470,0.876,191,0.114,0.01,1656,31,17,2902,123,29
"292","Brown","Ohio",43676,491.76001,88,11799448,16480,0.781,4380,0.208,0.011,2044,39,15,43674,543,269
"293","Brown","South Dakota",38301,1713,66,886667,10580,0.603,6538,0.373,NA,2361,46,13,38301,1444,496
"294","Brown","Texas",38095,944,254,29145504,13698,0.858,2107,0.132,0.01,2541,48,49,38101,8838,7453
"295","Brown","Wisconsin",268740,529.71002,72,5893718,65511,0.456,75871,0.528,0.016,3045,55,9,268729,25216,17985
"296","Brule","South Dakota",5247,819,66,886667,1750,0.703,673,0.27,NA,2362,46,15,5253,166,75
"297","Brunswick","North Carolina",136693,860,100,10439388,55850,0.62,33310,0.37,0.01,1893,37,19,136694,6877,5549
"298","Brunswick","Virginia",15849,566,133,8631393,4552,0.573,3357,0.423,0.0040000000000001,2828,51,25,15850,407,298
"299","Bryan","Georgia",44738,442,159,10711908,6738,0.316,14240,0.667,0.0169999999999999,395,13,29,44739,3658,1336
"300","Bryan","Oklahoma",46067,909,77,3959353,12344,0.773,3323,0.208,0.019,2131,40,13,46072,3121,2107
"301","Buchanan","Iowa",20565,571,99,3190369,6420,0.596,4169,0.387,0.017,792,19,19,20565,375,243
"302","Buchanan","Missouri",84793,410,115,6154913,22450,0.613,13445,0.367,0.02,1487,29,21,84798,5793,4674
"303","Buchanan","Virginia",20355,504,133,8631393,1587,0.16,8311,0.836,0.004,2829,51,27,20348,189,95
"304","Buckingham","Virginia",16824,581,133,8631393,3471,0.428,4544,0.56,0.012,2830,51,29,16830,418,288
"305","Bucks","Pennsylvania",646538,622,67,13002700,204712,0.517,187367,0.473,0.01,2246,42,17,646526,38030,26782
"306","Buena Vista","Iowa",20823,575,99,3190369,5056,0.62,2961,0.363,0.017,793,19,21,20830,5621,4608
"307","Buena Vista","Virginia",6641,7,133,8631393,825,0.299,1863,0.675,0.026,2831,51,530,6641,203,103
"308","Buffalo","Nebraska",50084,968,93,1961504,16640,0.705,6350,0.269,0.026,1657,31,19,50089,4815,3432
"309","Buffalo","South Dakota",1948,471,66,886667,183,0.333,352,0.641,NA,2363,46,17,1945,92,35
"310","Buffalo","Wisconsin",13317,671.64001,72,5893718,2860,0.366,4834,0.619,0.015,3046,55,11,13312,341,237
"311","Bullitt","Kentucky",82217,299,120,4505836,30708,0.732,10552,0.251,0.017,1001,21,29,82226,2075,1038
"312","Bulloch","Georgia",81099,683,159,10711908,11248,0.374,18387,0.611,0.015,396,13,31,79647,3599,2439
"313","Bullock","Alabama",10357,622.79999,67,5024279,1146,0.249,3446,0.747,0.004,6,1,11,10362,913,777
"314","Buncombe","North Carolina",269452,660,100,10439388,62412,0.387,96515,0.599,0.014,1894,37,21,269446,18897,14254
"315","Bureau","Illinois",33244,869,102,12812508,6669,0.383,10411,0.597,0.02,594,17,11,33229,3232,2695
"316","Burke","Georgia",24596,831,159,10711908,5208,0.488,5400,0.505,0.007,397,13,33,24594,853,617
"317","Burke","North Carolina",87570,515,100,10439388,31019,0.697,13118,0.295,0.0080000000000001,1895,37,23,87573,5795,4634
"318","Burke","North Dakota",2201,1104,53,779094,994,0.864,137,0.119,0.017,1990,38,13,2211,72,37
"319","Burleigh","North Dakota",98458,1633,53,779094,34744,0.689,14348,0.284,0.0270000000000001,1991,38,15,98466,2690,986
"320","Burleson","Texas",17642,666,254,29145504,6743,0.783,1788,0.208,0.009,2542,48,51,17642,3792,3166
"321","Burlington","New Jersey",461860,805,21,9288994,154595,0.591,103345,0.395,0.014,1770,34,5,461863,40534,28831
"322","Burnet","Texas",49130,995,254,29145504,18767,0.76,5639,0.228,0.012,2543,48,53,49123,11098,8652
"323","Burnett","Wisconsin",16526,821.84998,72,5893718,3569,0.352,6462,0.637,0.011,3047,55,13,16526,344,194
"324","Burt","Nebraska",6722,493,93,1961504,2580,0.692,1063,0.285,0.0230000000000001,1658,31,21,6727,234,126
"325","Butler","Alabama",19051,776.83002,67,5024279,5458,0.576,3965,0.418,0.0060000000000001,7,1,13,19055,324,191
"326","Butler","Iowa",14334,580,99,3190369,5542,0.686,2424,0.3,0.014,794,19,23,14335,225,133
"327","Butler","Kansas",67380,1428,105,2937880,22634,0.696,9181,0.282,0.0220000000000001,889,20,15,67383,3695,2602
"328","Butler","Kentucky",12371,428,120,4505836,4960,0.81,1079,0.176,0.014,1002,21,31,12371,452,322
"329","Butler","Missouri",42130,698,115,6154913,14602,0.805,3301,0.182,0.013,1488,29,23,42128,992,666
"330","Butler","Nebraska",8369,584,93,1961504,3542,0.787,873,0.194,0.019,1659,31,23,8360,406,195
"331","Butler","Ohio",390357,467.26999,88,11799448,114392,0.613,69613,0.373,0.014,2045,39,17,390378,19976,14670
"332","Butler","Pennsylvania",193763,795,67,13002700,37508,0.331,74359,0.656,0.013,2247,42,19,193767,3358,1941
"333","Butte","California",211632,1640,58,39538224,50426,0.494,48730,0.478,0.028,191,6,7,211631,37830,31116
"334","Butte","Idaho",2574,2233,44,1839106,1202,0.849,188,0.133,0.018,556,16,23,2575,143,119
"335","Butte","South Dakota",10243,2249,66,886667,3731,0.777,939,0.196,NA,2364,46,19,10238,432,306
"336","Butts","Georgia",25434,187,159,10711908,3274,0.278,8406,0.714,0.008,398,13,35,25440,913,597
"337","Cabarrus","North Carolina",225804,365,100,10439388,63237,0.541,52162,0.446,0.013,1896,37,25,225807,25449,16767
"338","Cabell","West Virginia",94350,282,55,1793716,21721,0.581,14994,0.401,0.018,2991,54,11,94346,1387,1046
"339","Cache","Utah",133154,1173,29,3271616,38032,0.661,16650,0.289,0.05,2773,49,5,133159,14550,11216
"340","Caddo","Oklahoma",26945,1278,77,3959353,7013,0.711,2670,0.271,0.018,2132,40,15,26934,4031,2995
"341","Caddo Parish","Louisiana",237848,937,64,4657757,48021,0.458,55110,0.525,0.017,1115,22,17,237857,7102,6129
"342","Calaveras","California",45292,1020,58,39538224,10046,0.37,16518,0.608,0.022,192,6,9,45285,5983,4703
"343","Calcasieu Parish","Louisiana",216785,1094,64,4657757,55066,0.666,25982,0.314,0.02,1116,22,19,216779,9337,4945
"344","Caldwell","Kentucky",12649,347,120,4505836,4906,0.763,1433,0.223,0.014,1003,21,33,12648,280,129
"345","Caldwell","Missouri",8815,429,115,6154913,3725,0.796,897,0.192,0.012,1489,29,25,8813,249,143
"346","Caldwell","North Carolina",80652,474,100,10439388,32119,0.751,10245,0.24,0.009,1897,37,27,80664,4941,3796
"347","Caldwell","Texas",45883,546,254,29145504,8031,0.538,6672,0.447,0.015,2544,48,55,45887,25190,17922
"348","Caldwell Parish","Louisiana",9645,541,64,4657757,3976,0.835,745,0.156,0.009,1117,22,21,9642,341,222
"349","Caledonia","Vermont",30233,576,14,643077,9011,0.56,6551,0.407,0.033,2802,50,5,30235,558,331
"350","Calhoun","Alabama",116441,605.87,67,5024279,35101,0.69,15216,0.299,0.0110000000000001,8,1,15,116444,4728,3893
"351","Calhoun","Arkansas",4739,632.53998,75,3011524,1636,0.75,479,0.22,0.03,119,5,13,4742,225,152
"352","Calhoun","Florida",13648,567,67,21538088,5274,0.808,1209,0.185,0.007,320,12,13,13644,862,755
"353","Calhoun","Georgia",5573,280,159,10711908,1263,0.575,923,0.42,0.0050000000000001,399,13,37,5576,322,262
"354","Calhoun","Illinois",4437,253,102,12812508,677,0.244,2046,0.738,0.018,595,17,13,4435,69,40
"355","Calhoun","Iowa",9927,570,99,3190369,3689,0.703,1470,0.28,0.017,795,19,25,9914,195,90
"356","Calhoun","Michigan",134310,718,83,10077331,28877,0.436,36221,0.547,0.017,1237,26,25,134293,7623,6177
"357","Calhoun","Mississippi",13266,587,82,2961279,4625,0.702,1902,0.289,0.0090000000000001,1401,28,13,13267,854,805
"358","Calhoun","South Carolina",14119,392,46,5118425,4305,0.519,3905,0.471,0.01,2318,45,17,14122,580,458
"359","Calhoun","Texas",20106,512,254,29145504,5641,0.718,2148,0.273,0.009,2545,48,57,20105,10041,9922
"360","Calhoun","West Virginia",6229,281,55,1793716,2364,0.796,568,0.191,0.013,2992,54,13,6228,83,57
"361","Callahan","Texas",13708,899,254,29145504,6012,0.88,734,0.107,0.013,2546,48,59,13703,1390,1025
"362","Callaway","Missouri",44283,839,115,6154913,14815,0.701,5870,0.278,0.021,1490,29,27,44290,977,707
"363","Calloway","Kentucky",37103,386,120,4505836,11352,0.651,5797,0.332,0.017,1004,21,35,37098,1044,890
"364","Calumet","Wisconsin",52442,318.23999,72,5893718,12116,0.394,18156,0.59,0.016,3048,55,15,52433,2424,1690
"365","Calvert","Maryland",92783,92,24,6177224,22587,0.463,25346,0.519,0.0179999999999999,1191,24,9,92785,4195,2437
"366","Camas","Idaho",1077,1077,44,1839106,507,0.672,149,0.198,0.13,557,16,25,1073,74,75
"367","Cambria","Pennsylvania",133472,693,67,13002700,21730,0.308,48085,0.681,0.0109999999999999,2248,42,21,133477,2408,2006
"368","Camden","Georgia",54768,630,159,10711908,7967,0.336,15249,0.644,0.0199999999999999,400,13,39,54769,3971,2590
"369","Camden","Missouri",42745,655,115,6154913,18850,0.76,5652,0.228,0.012,1491,29,29,42746,1296,1014
"370","Camden","New Jersey",523485,222,21,9288994,175065,0.662,86207,0.326,0.012,1771,34,7,523486,94582,73124
"371","Camden","North Carolina",10355,306,100,10439388,4312,0.726,1537,0.259,0.015,1898,37,29,10357,362,215
"372","Cameron","Pennsylvania",4547,399,67,13002700,634,0.26,1771,0.728,0.012,2249,42,23,4546,71,19
"373","Cameron","Texas",421017,906,254,29145504,49032,0.43,64063,0.561,0.009,2547,48,61,421012,379568,357747
"374","Cameron Parish","Louisiana",5617,1932,64,4657757,3671,0.909,324,0.08,0.011,1118,22,23,5619,223,154
"375","Camp","Texas",12464,1998,254,29145504,3626,0.717,1394,0.276,0.007,2548,48,63,12465,3311,2648
"376","Campbell","Kentucky",93076,152,120,4505836,28482,0.583,19374,0.397,0.02,1005,21,37,93075,2058,1495
"377","Campbell","South Dakota",1377,736,66,886667,747,0.856,117,0.134,NA,2365,46,21,1375,44,20
"378","Campbell","Tennessee",39272,480,95,6910840,12331,0.826,2441,0.163,0.011,2428,47,13,39277,646,472
"379","Campbell","Virginia",55696,504,133,8631393,8070,0.271,21245,0.713,0.016,2832,51,31,55689,1670,918
"380","Campbell","Wyoming",47026,4797,23,576851,16975,0.872,1935,0.099,0.029,3115,56,5,47027,4110,3611
"381","Canadian","Oklahoma",154405,900,77,3959353,43550,0.703,16742,0.27,0.027,2133,40,17,154154,15831,7794
"382","Candler","Georgia",10981,247,159,10711908,1269,0.286,3133,0.707,0.007,401,13,43,10990,1319,1227
"383","Cannon","Tennessee",14506,266,95,6910840,5190,0.792,1261,0.192,0.016,2429,47,15,14512,364,210
"384","Canyon","Idaho",231105,590,44,1839106,61759,0.683,25881,0.286,0.031,558,16,27,231106,59341,45069
"385","Cape Girardeau","Missouri",81710,579,115,6154913,28907,0.717,10760,0.267,0.016,1492,29,31,81707,2078,1476
"386","Cape May","New Jersey",95263,255,21,9288994,23941,0.415,33158,0.575,0.01,1772,34,9,95266,7906,6054
"387","Carbon","Montana",10473,2048,56,1084225,4468,0.634,2421,0.343,0.023,1596,30,9,10476,288,188
"388","Carbon","Pennsylvania",64749,387,67,13002700,11212,0.333,21984,0.654,0.013,2250,42,25,64750,3691,2145
"389","Carbon","Utah",20412,1485,29,3271616,6693,0.714,2392,0.255,0.031,2774,49,7,20418,2840,2659
"390","Carbon","Wyoming",14537,7897,23,576851,5014,0.756,1427,0.215,0.029,3116,56,7,14531,2713,2668
"391","Caribou","Idaho",7027,1766,44,1839106,2906,0.851,431,0.126,0.023,559,16,29,7028,518,336
"392","Carlisle","Kentucky",4826,192,120,4505836,2159,0.818,463,0.176,0.0060000000000001,1006,21,39,4819,111,83
"393","Carlton","Minnesota",36207,860.33002,87,5706494,10098,0.497,9791,0.482,0.021,1316,27,17,36201,648,484
"394","Caroline","Maryland",33293,345,24,6177224,5095,0.324,10283,0.654,0.0219999999999999,1192,24,11,33299,2722,1816
"395","Caroline","Virginia",30887,533,133,8631393,7657,0.471,8336,0.513,0.016,2833,51,33,30886,1720,959
"396","Carroll","Arkansas",28260,638.81,75,3011524,7424,0.629,4023,0.341,0.03,120,5,15,28260,4410,3489
"397","Carroll","Georgia",119148,499,159,10711908,16236,0.298,37476,0.688,0.014,402,13,45,119141,8757,6800
"398","Carroll","Illinois",15702,445,102,12812508,2748,0.342,5105,0.636,0.0219999999999999,596,17,15,15705,706,437
"399","Carroll","Indiana",20306,372,92,6785528,7086,0.746,2224,0.234,0.02,698,18,15,20304,951,711
"400","Carroll","Iowa",20760,569,99,3190369,7737,0.684,3454,0.306,0.01,796,19,27,20757,620,333
"401","Carroll","Kentucky",10810,130,120,4505836,2954,0.714,1116,0.27,0.016,1007,21,41,10809,743,789
"402","Carroll","Maryland",172891,326,24,6177224,36456,0.367,60218,0.606,0.027,1193,24,13,172890,6997,4363
"403","Carroll","Mississippi",9998,628,82,2961279,3924,0.688,1729,0.303,0.0090000000000001,1402,28,15,9995,157,106
"404","Carroll","Missouri",8495,695,115,6154913,3706,0.818,786,0.173,0.0090000000000001,1493,29,33,8497,153,118
"405","Carroll","New Hampshire",50107,934,10,1377529,16649,0.501,16150,0.486,0.013,1759,33,3,50098,812,473
"406","Carroll","Ohio",26721,394.67001,88,11799448,10745,0.756,3251,0.229,0.015,2046,39,19,26714,364,238
"407","Carroll","Tennessee",28440,599,95,6910840,9205,0.773,2559,0.215,0.012,2430,47,17,28434,881,595
"408","Carroll","Virginia",29155,476,133,8631393,2842,0.182,12659,0.81,0.008,2834,51,35,29154,1219,776
"409","Carson","Texas",5807,923,254,29145504,2779,0.892,297,0.095,0.013,2549,48,65,5799,599,525
"410","Carson City","Nevada",58639,144,17,3104614,12735,0.428,16113,0.542,0.03,1741,32,510,58644,14574,11777
"411","Carter","Kentucky",26627,411,120,4505836,8775,0.757,2642,0.228,0.015,1008,21,43,26626,383,321
"412","Carter","Missouri",5202,508,115,6154913,2451,0.846,418,0.144,0.01,1494,29,35,5201,152,104
"413","Carter","Montana",1415,3340,56,1084225,775,0.897,74,0.086,0.017,1597,30,11,1415,17,8
"414","Carter","Oklahoma",48003,824,77,3959353,14699,0.755,4470,0.229,0.016,2134,40,19,48004,4003,2528
"415","Carter","Tennessee",56356,341,95,6910840,19584,0.8,4529,0.185,0.015,2431,47,19,56349,1511,890
"416","Carteret","North Carolina",67686,1341,100,10439388,30028,0.705,12093,0.284,0.0110000000000001,1899,37,31,67686,3095,2241
"417","Carver","Minnesota",106922,357.04001,87,5706494,30774,0.465,34009,0.514,0.0209999999999999,1317,27,19,106914,4712,3515
"418","Cascade","Montana",84414,2698,56,1084225,23315,0.585,15456,0.388,0.027,1598,30,13,84413,4190,2711
"419","Casey","Kentucky",15941,446,120,4505836,6179,0.862,918,0.128,0.01,1009,21,45,15946,475,378
"420","Cass","Illinois",13042,375,102,12812508,1615,0.304,3625,0.682,0.0139999999999999,597,17,17,13044,2626,2291
"421","Cass","Indiana",37870,412,92,6785528,10552,0.695,4304,0.283,0.0220000000000001,699,18,17,37870,6364,4897
"422","Cass","Iowa",13127,564,99,3190369,4969,0.684,2201,0.303,0.013,797,19,29,13132,401,253
"423","Cass","Michigan",51589,508,83,10077331,9130,0.348,16699,0.637,0.015,1238,26,27,51591,2114,1570
"424","Cass","Minnesota",30066,2017.6,87,5706494,6342,0.347,11620,0.637,0.016,1318,27,21,30065,726,340
"425","Cass","Missouri",107824,699,115,6154913,37197,0.648,19052,0.332,0.02,1495,29,37,107816,5170,3988
"426","Cass","Nebraska",26598,559,93,1961504,10121,0.662,4737,0.31,0.028,1660,31,25,26598,992,608
"427","Cass","North Dakota",184525,1766,53,779094,42619,0.499,40311,0.472,0.029,1992,38,17,184528,5416,3015
"428","Cass","Texas",28454,938,254,29145504,11033,0.792,2795,0.201,0.007,2550,48,67,28445,1469,1053
