county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020,_merge
Radford,Virginia,16070,10,133,8631393,3358,.534,2786,.443,.023,385,765,Matched (3)
Wapello,Iowa,35437,432,99,3190369,9516,.609,5821,.373,.018,3234,4332,Matched (3)
Bowman,North Dakota,2993,1162,53,779094,1395,.844,228,.138,.018,78,129,Matched (3)
Moultrie,Illinois,14526,335,102,12812508,1662,.246,4964,.736,.018,129,194,Matched (3)
Churchill,Nevada,25516,4929,17,3104614,3051,.237,9372,.727,.036,3009,3586,Matched (3)
Jenkins,Georgia,8674,350,159,10711908,1266,.366,2161,.625,.009,334,303,Matched (3)
Union,Iowa,12138,424,99,3190369,4010,.65,2061,.334,.016,225,399,Matched (3)
Itawamba,Mississippi,23863,532,82,2961279,9438,.872,1249,.115,.013,300,384,Matched (3)
Jackson,Ohio,32653,420.28,88,11799448,11309,.764,3311,.224,.012,265,306,Matched (3)
Jefferson,Idaho,30891,1095,44,1839106,12099,.854,1661,.117,.029,2641,3256,Matched (3)
Fairfield,South Carolina,20948,710,46,5118425,4625,.381,7382,.608,.011,374,423,Matched (3)
Miami,Indiana,35962,374,92,6785528,10925,.755,3235,.224,.021,906,1186,Matched (3)
Manassas Park,Virginia,17219,2.5,133,8631393,3992,.658,1979,.326,.016,4645,7799,Matched (3)
Malheur,Oregon,31571,9888,36,4237256,3260,.277,8187,.697,.026,9867,10320,Matched (3)
Clark,Kansas,1991,975,105,2937880,904,.847,143,.134,.019,163,203,Matched (3)
Humboldt,Iowa,9597,434,99,3190369,3819,.718,1442,.271,.011,357,430,Matched (3)
Ouachita,Arkansas,22650,739.63,75,3011524,5294,.55,3995,.415,.035,408,516,Matched (3)
Bryan,Oklahoma,46067,909,77,3959353,12344,.773,3323,.208,.019,2107,3428,Matched (3)
Carroll,Mississippi,9998,628,82,2961279,3924,.6879999999999999,1729,.303,.0090000000000001,106,154,Matched (3)
Allen,Kansas,12526,503,105,2937880,4218,.716,1570,.266,.018,392,502,Matched (3)
Bath,Virginia,4209,532,133,8631393,646,.259,1834,.735,.006,101,73,Matched (3)
Buckingham,Virginia,16824,581,133,8631393,3471,.428,4544,.5600000000000001,.012,288,413,Matched (3)
Boyle,Kentucky,30614,182,120,4505836,8872,.613,5298,.366,.021,796,1490,Matched (3)
Dawson,Montana,8940,2373,56,1084225,3758,.779,962,.199,.022,178,288,Matched (3)
Throckmorton,Texas,1440,912,254,29145504,806,.902,82,.092,.006,152,145,Matched (3)
Lowndes,Mississippi,58879,502,82,2961279,13800,.507,13087,.48,.013,914,1323,Matched (3)
Buffalo,South Dakota,1948,471,66,886667,183,.333,352,.641,,35,13,Matched (3)
Wyandot,Ohio,21900,405.60999,88,11799448,8462,.743,2733,.24,.017,504,641,Matched (3)
Ripley,Missouri,10679,630,115,6154913,4839,.846,833,.146,.008,142,127,Matched (3)
Bulloch,Georgia,81099,683,159,10711908,11248,.374,18387,.611,.015,2439,4180,Matched (3)
Elliott,Kentucky,7354,234,120,4505836,2246,.75,712,.238,.012,62,91,Matched (3)
Buncombe,North Carolina,269452,660,100,10439388,62412,.387,96515,.599,.014,14254,21922,Matched (3)
Russell,Alabama,59183,641.14001,67,5024279,9864,.463,11228,.527,.0099999999999999,1946,3195,Matched (3)
Henry,Illinois,49284,822,102,12812508,9797,.382,15300,.597,.021,2402,3170,Matched (3)
Brown,Texas,38095,944,254,29145504,13698,.858,2107,.132,.01,7453,8211,Matched (3)
Richardson,Nebraska,7871,554,93,1961504,3073,.745,996,.241,.014,112,155,Matched (3)
Stonewall,Texas,1245,919,254,29145504,615,.836,116,.158,.006,209,226,Matched (3)
Burleson,Texas,17642,666,254,29145504,6743,.783,1788,.208,.009,3166,3712,Matched (3)
San Augustine,Texas,7918,528,254,29145504,3007,.751,980,.245,.004,532,639,Matched (3)
Newton,Missouri,58648,626,115,6154913,22120,.779,5818,.205,.016,2537,3607,Matched (3)
Burnett,Wisconsin,16526,821.84998,72,5893718,3569,.352,6462,.637,.011,194,254,Matched (3)
Newton,Indiana,13830,402,92,6785528,4942,.75,1509,.229,.021,717,1039,Matched (3)
Thurston,Nebraska,6773,394,93,1961504,1180,.508,1122,.483,.009,190,260,Matched (3)
Jefferson,Kansas,18368,536,105,2937880,6334,.648,3194,.327,.025,339,567,Matched (3)
Bibb,Georgia,157346,250,159,10711908,43408,.614,26559,.376,.01,4389,6737,Matched (3)
Hancock,West Virginia,29095,83,55,1793716,9806,.711,3790,.275,.014,314,424,Matched (3)
Calhoun,Illinois,4437,253,102,12812508,677,.244,2046,.738,.018,40,64,Matched (3)
Butler,Nebraska,8369,584,93,1961504,3542,.787,873,.194,.019,195,482,Matched (3)
Clarke,Georgia,128671,121,159,10711908,36055,.702,14450,.281,.017,12192,14336,Matched (3)
Nowata,Oklahoma,9320,565,77,3959353,3610,.822,712,.162,.016,240,241,Matched (3)
Cameron Parish,Louisiana,5617,1932,64,4657757,3671,.909,324,.08,.011,154,197,Matched (3)
Zavala,Texas,9670,1299,254,29145504,1490,.34,2864,.654,.0059999999999999,10961,8944,Matched (3)
Cumberland,Virginia,9675,298,133,8631393,2227,.42,3019,.57,.0100000000000001,181,241,Matched (3)
Mahnomen,Minnesota,5411,556.14001,87,5706494,1112,.483,1142,.496,.021,99,154,Matched (3)
Eastland,Texas,17725,926,254,29145504,7237,.873,983,.119,.008,2673,2934,Matched (3)
Trigg,Kentucky,14061,443,120,4505836,5487,.744,1791,.243,.013,175,317,Matched (3)
Burke,Georgia,24596,831,159,10711908,5208,.488,5400,.505,.007,617,777,Matched (3)
Caddo,Oklahoma,26945,1278,77,3959353,7013,.711,2670,.271,.018,2995,4335,Matched (3)
Anne Arundel,Maryland,588261,588,24,6177224,172823,.5629999999999999,127821,.416,.0210000000000001,32902,56796,Matched (3)
Tensas Parish,Louisiana,4147,641,64,4657757,1197,.469,1329,.52,.011,65,67,Matched (3)
Calcasieu Parish,Louisiana,216785,1094,64,4657757,55066,.666,25982,.314,.02,4945,11384,Matched (3)
Crawford,Arkansas,60133,604.20001,75,3011524,18607,.772,4959,.206,.022,3760,4567,Matched (3)
Taylor,West Virginia,16705,173,55,1793716,5477,.742,1796,.243,.015,143,179,Matched (3)
Ingham,Michigan,284900,561,83,10077331,94212,.652,47639,.33,.018,20526,24422,Matched (3)
Hanover,Virginia,109979,473,133,8631393,25307,.358,44318,.627,.015,2116,3938,Matched (3)
Furnas,Nebraska,4636,718,93,1961504,2163,.832,399,.153,.015,132,220,Matched (3)
Lafayette,Wisconsin,16611,633.59003,72,5893718,3647,.427,4821,.5639999999999999,.009,522,1089,Matched (3)
Shelby,Texas,24022,794,254,29145504,7975,.791,2068,.205,.004,4164,4685,Matched (3)
Penobscot,Maine,152199,3556,16,1362359,37716,.442,44827,.526,.032,1620,2715,Matched (3)
Freeborn,Minnesota,30895,707.64001,87,5706494,6889,.41,9578,.57,.0200000000000001,2750,3183,Matched (3)
Calhoun,Georgia,5573,280,159,10711908,1263,.575,923,.42,.0050000000000001,262,149,Matched (3)
Shoshone,Idaho,13169,2634,44,1839106,4216,.697,1693,.28,.023,380,450,Matched (3)
St. Louis,Missouri,1004125,61.900002,115,6154913,21474,.161,110089,.823,.016,11130,15405,Matched (3)
Breathitt,Kentucky,13718,495,120,4505836,4265,.753,1301,.23,.017,89,93,Matched (3)
Laramie,Wyoming,100512,2686,23,576851,27891,.624,15217,.341,.035,11978,15602,Matched (3)
Logan,Nebraska,716,571,93,1961504,407,.904,38,.084,.012,13,23,Matched (3)
Banks,Georgia,18035,234,159,10711908,932,.106,7795,.886,.008,1041,1164,Matched (3)
Morgan,Colorado,29111,1293.83,64,5773714,3876,.282,9593,.698,.02,9506,10566,Matched (3)
Carroll,Ohio,26721,394.67001,88,11799448,10745,.756,3251,.229,.015,238,299,Matched (3)
Taylor,Florida,21796,1042,67,21538088,7751,.766,2299,.227,.007,777,866,Matched (3)
Sequoyah,Oklahoma,39281,674,77,3959353,12113,.787,3035,.197,.016,1438,1726,Matched (3)
Elk,Pennsylvania,30990,832,67,13002700,4522,.267,12140,.718,.015,183,294,Matched (3)
Jewell,Kansas,2932,909,105,2937880,1387,.852,212,.13,.018,63,62,Matched (3)
Long,Georgia,16168,401,159,10711908,2035,.36,3527,.623,.017,1778,1979,Matched (3)
Stanton,Nebraska,5842,430,93,1961504,2561,.8100000000000001,532,.168,.0219999999999999,281,352,Matched (3)
Wyoming,New York,40531,596,62,20201248,5073,.262,13898,.717,.021,1244,1490,Matched (3)
Rich,Utah,2510,1086,29,3271616,1157,.849,180,.132,.019,96,97,Matched (3)
Davis,Utah,362679,634,29,3271616,104135,.613,57411,.338,.049,25753,39295,Matched (3)
Camden,North Carolina,10355,306,100,10439388,4312,.726,1537,.259,.015,215,340,Matched (3)
Lincoln,Oklahoma,33458,959,77,3959353,12013,.8070000000000001,2609,.175,.018,838,1137,Matched (3)
Jay,Indiana,20478,384,92,6785528,6361,.752,1926,.228,.02,577,944,Matched (3)
Dickenson,Virginia,14124,333,133,8631393,1503,.206,5748,.788,.006,86,83,Matched (3)
Cochran,Texas,2547,775,254,29145504,809,.8090000000000001,177,.177,.014,1654,1527,Matched (3)
Rappahannock,Virginia,7348,267,133,8631393,2096,.422,2812,.5659999999999999,.0120000000000001,228,289,Matched (3)
Lee,Arkansas,8600,619.46997,75,3011524,1286,.452,1423,.5,.048,168,216,Matched (3)
Teton,Idaho,11630,450,44,1839106,2858,.45,3318,.523,.027,1721,2020,Matched (3)
Lonoke,Arkansas,74015,802.42999,75,3011524,22884,.746,6686,.218,.036,2246,3610,Matched (3)
Hillsborough,Florida,1459762,1051,67,21538088,327398,.46,376367,.529,.011,306635,427381,Matched (3)
Hamilton,Kansas,2518,996,105,2937880,698,.8129999999999999,141,.164,.023,827,1084,Matched (3)
Deaf Smith,Texas,18583,1497,254,29145504,3294,.715,1264,.274,.011,13039,13925,Matched (3)
Panola,Texas,22491,801,254,29145504,9326,.8139999999999999,2057,.18,.0060000000000001,1970,2190,Matched (3)
Fredericksburg,Virginia,27982,10,133,8631393,8517,.666,4037,.316,.018,2607,3472,Matched (3)
Tillman,Oklahoma,6968,872,77,3959353,2076,.767,597,.22,.013,1783,1923,Matched (3)
Beaufort,North Carolina,44652,959,100,10439388,16437,.626,9633,.367,.007,3166,3433,Matched (3)
Indiana,Pennsylvania,83246,834,67,13002700,12634,.307,28089,.6820000000000001,.011,947,1476,Matched (3)
Menard,Illinois,12297,314,102,12812508,2022,.292,4764,.6879999999999999,.02,121,160,Matched (3)
Pendleton,Kentucky,14644,280,120,4505836,5515,.796,1322,.191,.013,143,201,Matched (3)
Clarke,Mississippi,15615,691,82,2961279,5417,.65,2838,.34,.01,132,132,Matched (3)
Pacific,Washington,23365,933,39,7705281,6794,.485,6953,.496,.019,1677,2196,Matched (3)
Carlisle,Kentucky,4826,192,120,4505836,2159,.8179999999999999,463,.176,.0060000000000001,83,133,Matched (3)
Polk,Tennessee,17544,435,95,6910840,6792,.8120000000000001,1492,.178,.01,233,297,Matched (3)
Freestone,Texas,19435,885,254,29145504,6991,.803,1635,.188,.009,2694,3155,Matched (3)
Chester,Pennsylvania,534413,760,67,13002700,182372,.58,128565,.409,.0110000000000001,32503,43542,Matched (3)
Snyder,Pennsylvania,39736,332,67,13002700,4910,.257,13983,.731,.012,657,977,Matched (3)
Augusta,Virginia,77487,971,133,8631393,10840,.257,30714,.728,.015,1525,2728,Matched (3)
Carroll,Illinois,15702,445,102,12812508,2748,.342,5105,.636,.0219999999999999,437,757,Matched (3)
Merrimack,New Hampshire,153808,934,10,1377529,48533,.54,39711,.442,.018,2339,3880,Matched (3)
La Plata,Colorado,55638,1700.4399,64,5773714,20548,.576,14233,.399,.025,6056,7008,Matched (3)
Green,Kentucky,11107,289,120,4505836,4838,.832,920,.158,.01,159,199,Matched (3)
Howard,Maryland,332317,527,24,6177224,129433,.714,48390,.267,.019,16729,27362,Matched (3)
McDonough,Illinois,27238,580,102,12812508,4992,.406,7027,.572,.022,867,962,Matched (3)
Boundary,Idaho,12056,1269,44,1839106,4937,.782,1220,.193,.025,402,692,Matched (3)
Clare,Michigan,30856,885,83,10077331,5199,.319,10861,.667,.014,464,621,Matched (3)
Blue Earth,Minnesota,69112,752.35999,87,5706494,18330,.51,16731,.465,.025,1586,3221,Matched (3)
Butler,Missouri,42130,698,115,6154913,14602,.805,3301,.182,.013,666,901,Matched (3)
Potter,South Dakota,2472,866,66,886667,1139,.825,227,.164,,17,39,Matched (3)
Orleans,New York,40343,817,62,20201248,5587,.308,12126,.668,.0239999999999999,1757,2087,Matched (3)
Dakota,Nebraska,21582,264,93,1961504,3926,.578,2744,.404,.018,7419,8811,Matched (3)
Pawnee,Oklahoma,15553,570,77,3959353,5267,.776,1363,.201,.023,336,467,Matched (3)
Cabell,West Virginia,94350,282,55,1793716,21721,.581,14994,.401,.018,1046,1562,Matched (3)
Belmont,Ohio,66497,537.34998,88,11799448,23560,.712,9138,.276,.012,429,824,Matched (3)
Winneshiek,Iowa,20070,690,99,3190369,6235,.518,5617,.467,.015,418,585,Matched (3)
Humphreys,Tennessee,18990,532,95,6910840,6120,.743,2017,.245,.012,278,449,Matched (3)
Platte,Missouri,106718,420,115,6154913,28917,.505,27179,.475,.02,4424,7161,Matched (3)
Stearns,Minnesota,158292,1344.52,87,5706494,31879,.377,50959,.602,.021,4190,6951,Matched (3)
Gem,Idaho,19123,563,44,1839106,7951,.798,1803,.181,.021,1336,1722,Matched (3)
Briscoe,Texas,1435,900,254,29145504,639,.881,78,.108,.011,411,368,Matched (3)
Cass,Illinois,13042,375,102,12812508,1615,.304,3625,.6820000000000001,.0139999999999999,2291,2789,Matched (3)
Cass,Indiana,37870,412,92,6785528,10552,.695,4304,.283,.0220000000000001,4897,6675,Matched (3)
Cass,Iowa,13127,564,99,3190369,4969,.6840000000000001,2201,.303,.013,253,306,Matched (3)
Palo Alto,Iowa,8996,564,99,3190369,3370,.681,1519,.307,.012,152,274,Matched (3)
Golden Valley,North Dakota,1736,1002,53,779094,871,.851,137,.134,.015,35,48,Matched (3)
Dorchester,South Carolina,161540,577,46,5118425,41913,.542,33824,.438,.02,6075,10861,Matched (3)
Rosebud,Montana,8329,5012,56,1084225,2486,.659,1199,.318,.023,313,234,Matched (3)
Webster,Nebraska,3395,575,93,1961504,1511,.805,335,.179,.016,133,148,Matched (3)
Cass,Texas,28454,938,254,29145504,11033,.792,2795,.201,.007,1053,1336,Matched (3)
Howard,Texas,34860,903,254,29145504,8054,.787,2069,.202,.011,13255,16174,Matched (3)
Lamar,Georgia,18500,185,159,10711908,2620,.29,6331,.7,.01,341,475,Matched (3)
De Soto Parish,Louisiana,26812,895,64,4657757,9112,.618,5457,.37,.012,661,762,Matched (3)
Jerome,Idaho,24237,600,44,1839106,5734,.734,1893,.242,.024,6929,9176,Matched (3)
Lincoln,North Carolina,86810,307,100,10439388,36341,.725,13274,.265,.01,5238,6412,Matched (3)
Catoosa,Georgia,67872,162,159,10711908,6932,.213,25167,.772,.015,1469,2341,Matched (3)
Bent,Colorado,5650,1541.0699,64,5773714,732,.322,1503,.661,.0169999999999999,1985,1760,Matched (3)
Red River Parish,Louisiana,7620,402,64,4657757,2413,.584,1644,.398,.018,101,188,Matched (3)
Cavalier,North Dakota,3704,1489,53,779094,1499,.745,474,.235,.02,24,45,Matched (3)
Union,New Mexico,4079,3830,33,2117522,383,.214,1388,.776,.01,1805,1596,Matched (3)
Plaquemines Parish,Louisiana,23515,2429,64,4657757,7412,.673,3414,.31,.017,1067,2236,Matched (3)
Millard,Utah,12975,6828,29,3271616,5404,.877,624,.101,.022,1603,1774,Matched (3)
Hockley,Texas,21537,908,254,29145504,6536,.8070000000000001,1482,.183,.01,9993,10624,Matched (3)
Black Hawk,Iowa,131144,567,99,3190369,29640,.446,35647,.537,.017,4907,6448,Matched (3)
Alcona,Michigan,10167,1791,83,10077331,2142,.303,4848,.6860000000000001,.011,124,122,Matched (3)
Chicot,Arkansas,10208,690.88,75,3011524,1752,.427,2260,.551,.0219999999999999,542,581,Matched (3)
Franklin,Iowa,10019,582,99,3190369,3422,.668,1626,.318,.014,1209,1634,Matched (3)
Fallon,Montana,3049,1620,56,1084225,1375,.873,172,.109,.018,34,63,Matched (3)
Big Stone,Minnesota,5166,496.95001,87,5706494,1053,.355,1863,.627,.018,41,140,Matched (3)
Mille Lacs,Minnesota,26459,574.46997,87,5706494,4404,.3,9952,.679,.0209999999999999,377,481,Matched (3)
Nye,Nevada,51591,18147,17,3104614,7288,.287,17528,.6909999999999999,.0220000000000001,5967,7927,Matched (3)
Carbon,Wyoming,14537,7897,23,576851,5014,.756,1427,.215,.029,2668,2600,Matched (3)
Custer,Colorado,4704,739.23999,64,5773714,1112,.306,2474,.681,.0129999999999999,200,178,Matched (3)
Smith,Texas,233479,928,254,29145504,69080,.6899999999999999,29615,.296,.0140000000000001,36088,47281,Matched (3)
Charles Mix,South Dakota,9373,1098,66,886667,2552,.675,1177,.311,,152,228,Matched (3)
Meeker,Minnesota,23400,608.53998,87,5706494,3867,.287,9359,.6929999999999999,.0200000000000001,767,950,Matched (3)
Jefferson,Mississippi,7260,519,82,2961279,531,.136,3327,.851,.013,28,74,Matched (3)
Uvalde,Texas,24564,1557,254,29145504,6174,.597,4073,.394,.009,18299,17317,Matched (3)
Refugio,Texas,6741,770,254,29145504,2210,.657,1108,.329,.014,3487,3306,Matched (3)
Decatur,Kansas,2764,894,105,2937880,1260,.841,218,.146,.013,30,76,Matched (3)
Charlton,Georgia,12518,781,159,10711908,1105,.242,3419,.748,.01,310,2036,Matched (3)
Lee,Texas,17478,629,254,29145504,6255,.774,1750,.216,.01,3724,4479,Matched (3)
Lyon,Minnesota,25269,714.16998,87,5706494,4634,.36,7979,.62,.02,1541,1744,Matched (3)
Muhlenberg,Kentucky,30928,475,120,4505836,10497,.738,3545,.249,.013,367,569,Matched (3)
Edmonson,Kentucky,12126,303,120,4505836,4828,.787,1227,.2,.013,100,156,Matched (3)
Clayton,Georgia,297595,195,159,10711908,95466,.85,15811,.141,.009,35447,42546,Matched (3)
Rutherford,North Carolina,64444,566,100,10439388,24891,.724,9135,.266,.01,2397,3286,Matched (3)
Meagher,Montana,1927,232,56,1084225,833,.75,258,.232,.018,28,46,Matched (3)
Dawson,Nebraska,24111,1013,93,1961504,6524,.711,2497,.272,.017,7746,8643,Matched (3)
San Joaquin,California,779233,1399,58,39538224,161137,.5590000000000001,121098,.42,.021,266341,325725,Matched (3)
Aleutians West Census Area,Alaska,5232,4393,30,733391,551,.4298,692,.5397999999999999,.0304,726,668,Matched (3)
Haskell,Oklahoma,11561,577,77,3959353,4165,.831,783,.156,.013,426,529,Matched (3)
Sierra,New Mexico,11576,4180,33,2117522,2265,.381,3542,.596,.023,3352,3311,Matched (3)
Chemung,New York,84148,410.81,62,20201248,16636,.422,21922,.556,.022,2240,2938,Matched (3)
Elkhart,Indiana,207047,463,92,6785528,46972,.632,26108,.351,.017,27886,39594,Matched (3)
Cherokee,Alabama,24971,553.70001,67,5024279,10583,.861,1624,.132,.007,320,400,Matched (3)
Cherokee,Georgia,266620,424,159,10711908,42779,.295,99585,.6879999999999999,.0170000000000001,20566,32111,Matched (3)
Miller,Arkansas,42600,637.47998,75,3011524,11920,.721,4245,.257,.022,1038,1583,Matched (3)
Jessamine,Kentucky,52991,173,120,4505836,17096,.651,8567,.326,.023,1353,2384,Matched (3)
Livingston,New York,61834,640,62,20201248,12477,.398,18182,.579,.023,1802,2721,Matched (3)
Tazewell,Illinois,131343,646,102,12812508,24819,.359,42513,.616,.025,2514,3161,Matched (3)
Gonzales,Texas,19653,1068,254,29145504,5627,.736,1948,.255,.009,9353,9897,Matched (3)
Cherokee,Texas,50412,1052,254,29145504,15101,.774,4210,.216,.01,10499,11797,Matched (3)
Twiggs,Georgia,8022,360,159,10711908,2044,.46,2370,.533,.007,124,124,Matched (3)
Warren,Tennessee,40953,433,95,6910840,11850,.74,3924,.245,.015,3224,3943,Matched (3)
Moore,North Carolina,99727,706,100,10439388,36764,.631,20779,.357,.012,5261,7365,Matched (3)
Prince of Wales-Hyder Census Area,Alaska,5753,5268,30,733391,1930,.4399,2321,.5291,.031,127,160,Matched (3)
Woodruff,Arkansas,6269,594.04999,75,3011524,1543,.623,856,.346,.031,87,96,Matched (3)
Chester,Tennessee,17341,289,95,6910840,5952,.785,1412,.186,.029,343,528,Matched (3)
Clay,Georgia,2848,195,159,10711908,791,.551,637,.444,.0049999999999999,26,41,Matched (3)
Tyler,West Virginia,8313,258,55,1793716,3226,.823,631,.161,.016,49,53,Matched (3)
Cheyenne,Colorado,1748,1781.9,64,5773714,131,.115,993,.874,.011,178,206,Matched (3)
Dade,Georgia,16251,174,159,10711908,1261,.17,6066,.8159999999999999,.014,292,364,Matched (3)
Sanders,Montana,12400,2762,56,1084225,5660,.743,1820,.239,.018,233,346,Matched (3)
Jackson,Colorado,1379,1619.75,64,5773714,175,.2,681,.777,.023,150,138,Matched (3)
Hart,Kentucky,19288,416,120,4505836,6345,.758,1908,.228,.014,261,334,Matched (3)
Day,South Dakota,5449,1029,66,886667,1869,.631,1052,.355,,62,153,Matched (3)
Yancey,North Carolina,18470,313,100,10439388,7516,.663,3688,.325,.012,814,1016,Matched (3)
Brazos,Texas,233849,586,254,29145504,47530,.5600000000000001,35349,.416,.024,45405,63067,Matched (3)
Payne,Oklahoma,81646,686,77,3959353,17813,.601,10904,.368,.031,2990,5373,Matched (3)
Riverside,California,2418185,7208,58,39538224,528340,.53,449144,.45,.02,995257,1202295,Matched (3)
Bristol,Virginia,17219,12,133,8631393,2313,.297,5347,.6870000000000001,.016,221,455,Matched (3)
Dauphin,Pennsylvania,286401,558,67,13002700,78983,.536,66408,.451,.013,18795,31251,Matched (3)
Brown,Wisconsin,268740,529.71002,72,5893718,65511,.456,75871,.528,.016,17985,26216,Matched (3)
Choctaw,Alabama,12665,913.5,67,5024279,4296,.576,3127,.419,.0050000000000001,73,113,Matched (3)
Costilla,Colorado,3499,1229.38,64,5773714,1311,.626,741,.354,.02,2327,1988,Matched (3)
Wabaunsee,Kansas,6877,798,105,2937880,2845,.729,964,.247,.024,205,317,Matched (3)
Robertson,Kentucky,2193,100,120,4505836,884,.771,253,.221,.008,22,19,Matched (3)
Lincoln,Oregon,50395,980,36,4237256,17385,.5679999999999999,12460,.407,.0250000000000001,3655,4851,Matched (3)
Christian,Illinois,34032,709,102,12812508,4335,.268,11563,.714,.018,471,1094,Matched (3)
