county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020,_merge
Jim Wells,Texas,38891,865,254,29145504,7453,.545,6119,.448,.007,32254,30835,Matched (3)
Bedford,Virginia,79462,755,133,8631393,12176,.251,35600,.734,.015,1224,2055,Matched (3)
Franklin,Massachusetts,71029,702,14,7029917,30030,.71,11201,.265,.025,2250,3592,Matched (3)
Union Parish,Louisiana,21107,905,64,4657757,8407,.751,2654,.237,.012,943,1135,Matched (3)
Richland,Wisconsin,17304,586.15002,72,5893718,3995,.444,4871,.541,.015,360,526,Matched (3)
Red Willow,Nebraska,10702,717,93,1961504,4525,.83,811,.149,.021,462,687,Matched (3)
Johnson,Iowa,152854,614,99,3190369,22925,.274,59177,.708,.018,6200,10198,Matched (3)
Wibaux,Montana,937,889,56,1084225,516,.863,77,.129,.008,13,27,Matched (3)
Barbour,West Virginia,15465,341,55,1793716,5116,.766,1457,.218,.016,96,192,Matched (3)
Dunn,North Dakota,4095,2010,53,779094,1951,.837,342,.147,.016,38,107,Matched (3)
Franklin,Illinois,37804,408,102,12812508,4760,.256,13622,.731,.013,475,642,Matched (3)
Adams,Wisconsin,20654,645.65002,72,5893718,4329,.367,7362,.624,.009,783,797,Matched (3)
Delta,Texas,5230,277,254,29145504,2162,.834,403,.155,.011,288,394,Matched (3)
Haralson,Georgia,29919,282,159,10711908,1791,.126,12330,.866,.008,318,497,Matched (3)
Koochiching,Minnesota,12062,3102.3601,87,5706494,2659,.385,4131,.598,.017,147,167,Matched (3)
Wayne,Kentucky,19555,459,120,4505836,7430,.804,1700,.184,.012,601,902,Matched (3)
Stanley,South Dakota,2980,1443,66,886667,1203,.728,421,.255,,21,31,Matched (3)
Boone,Illinois,53448,280,102,12812508,10542,.422,13883,.556,.022,10967,12880,Matched (3)
Lancaster,Pennsylvania,552984,984,67,13002700,115847,.413,160209,.572,.015,44930,61171,Matched (3)
Ionia,Michigan,66804,580,83,10077331,10901,.338,20657,.641,.0209999999999999,2791,3364,Matched (3)
Finney,Kansas,38470,1300,105,2937880,7236,.613,4325,.367,.02,17182,19883,Matched (3)
Marshall,West Virginia,30591,432,55,1793716,10435,.741,3455,.245,.014,265,354,Matched (3)
LaRue,Kentucky,14867,263,120,4505836,5685,.779,1504,.206,.015,401,479,Matched (3)
Laclede,Missouri,36039,766,115,6154913,13762,.82,2780,.166,.014,719,955,Matched (3)
Karnes,Texas,14710,750,254,29145504,3968,.756,1234,.235,.009,7376,7734,Matched (3)
Fauquier,Virginia,72972,650,133,8631393,17565,.404,25106,.578,.018,4178,7793,Matched (3)
Orange,Texas,84808,356,254,29145504,29186,.8110000000000001,6357,.177,.012,4766,7265,Matched (3)
Juniata,Pennsylvania,23509,394,67,13002700,2253,.187,9649,.801,.0119999999999999,623,908,Matched (3)
Cocke,Tennessee,35999,434,95,6910840,12162,.8179999999999999,2533,.17,.012,628,954,Matched (3)
Caribou,Idaho,7027,1766,44,1839106,2906,.851,431,.126,.023,336,384,Matched (3)
Loudon,Tennessee,54886,229,95,6910840,21713,.74,6948,.237,.023,3395,5356,Matched (3)
Guadalupe,Texas,172706,711,254,29145504,47553,.613,28805,.371,.016,46889,65233,Matched (3)
Jefferson Davis Parish,Louisiana,32250,659,64,4657757,11423,.77,3208,.216,.014,538,734,Matched (3)
Boulder,Colorado,330758,740.47998,64,5773714,159089,.772,42501,.206,.022,39276,48168,Matched (3)
Kane,Illinois,516522,519,102,12812508,130166,.5610000000000001,96775,.417,.022,158390,169595,Matched (3)
Schenectady,New York,158061,210,62,20201248,42465,.5679999999999999,30741,.411,.0210000000000001,8827,12505,Matched (3)
Taylor,Wisconsin,19913,974.88,72,5893718,2693,.252,7657,.717,.031,316,567,Matched (3)
Webster Parish,Louisiana,36967,615,64,4657757,11830,.649,6172,.339,.012,670,688,Matched (3)
DeSoto,Florida,33976,637,67,21538088,8313,.657,4259,.336,.007,10425,10011,Matched (3)
Houston,Alabama,107202,579.82001,67,5024279,32618,.708,12917,.28,.012,2995,4481,Matched (3)
Kay,Oklahoma,43700,919,77,3959353,12834,.744,4040,.234,.022,2992,3652,Matched (3)
Nassau,New York,1395774,453,62,20201248,396504,.543,326716,.447,.01,195355,256425,Matched (3)
St. Mary's,Maryland,113777,510,24,6177224,23138,.418,30826,.5570000000000001,.025,3972,6545,Matched (3)
Walton,Georgia,96673,329,159,10711908,12683,.248,37839,.741,.011,2683,5228,Matched (3)
Loup,Nebraska,607,570,93,1961504,370,.8149999999999999,75,.165,.02,13,18,Matched (3)
Wetzel,West Virginia,14442,359,55,1793716,4993,.749,1539,.231,.02,83,148,Matched (3)
Marion,Missouri,28525,540,115,6154913,9915,.743,3202,.24,.017,391,516,Matched (3)
Walker,Alabama,65342,791.19,67,5024279,26002,.836,4834,.155,.009,1307,2152,Matched (3)
Berkeley,South Carolina,229861,1228,46,5118425,57397,.549,45223,.433,.018,10755,20328,Matched (3)
Kennebec,Maine,123642,951,16,1362359,34902,.486,34721,.483,.031,1504,2552,Matched (3)
Ashland,Ohio,52447,424.37,88,11799448,19407,.735,6541,.248,.017,501,862,Matched (3)
Vernon,Missouri,19707,1179,115,6154913,7155,.779,1903,.207,.014,336,426,Matched (3)
Motley,Texas,1063,989,254,29145504,604,.926,46,.071,.003,163,153,Matched (3)
Chattahoochee,Georgia,9565,249,159,10711908,667,.422,880,.556,.022,1398,1610,Matched (3)
White,Georgia,28003,242,159,10711908,2411,.163,12222,.825,.012,647,913,Matched (3)
Allen Parish,Louisiana,22750,766,64,4657757,7574,.772,2108,.215,.013,342,1893,Matched (3)
Grant,Indiana,66674,414,92,6785528,18543,.6830000000000001,8015,.295,.022,2517,3412,Matched (3)
Beadle,South Dakota,19149,1259,66,886667,4808,.679,2107,.298,,1337,2741,Matched (3)
Kern,California,909235,8142,58,39538224,133366,.437,164484,.539,.0239999999999999,413033,499158,Matched (3)
Grundy,Illinois,52533,418,102,12812508,9626,.361,16523,.619,.02,4096,5712,Matched (3)
Caldwell,Texas,45883,546,254,29145504,8031,.538,6672,.447,.015,17922,25468,Matched (3)
Fayette,Georgia,119194,197,159,10711908,33062,.459,37956,.527,.0139999999999999,6760,9480,Matched (3)
Ramsey,North Dakota,11605,1186,53,779094,3577,.669,1639,.307,.024,137,274,Matched (3)
Inyo,California,19016,10192,58,39538224,4634,.489,4620,.487,.024,3597,4399,Matched (3)
Keya Paha,Nebraska,769,773,93,1961504,476,.9,49,.093,.007,4,20,Matched (3)
Norton,Virginia,3687,7,133,8631393,464,.291,1109,.696,.0130000000000001,68,81,Matched (3)
Russell,Kansas,6691,885,105,2937880,2790,.805,600,.173,.022,115,236,Matched (3)
Kimble,Texas,4286,1251,254,29145504,1987,.867,284,.124,.009,1077,986,Matched (3)
Billings,North Dakota,945,1152,53,779094,541,.853,72,.114,.033,4,22,Matched (3)
Crawford,Michigan,12988,563,83,10077331,2672,.34,5087,.647,.0129999999999999,182,292,Matched (3)
Santa Clara,California,1936259,1291,58,39538224,617967,.727,214612,.252,.021,479210,487357,Matched (3)
Dallas,Arkansas,6482,668.15997,75,3011524,1573,.594,963,.364,.042,188,201,Matched (3)
Richmond,North Carolina,42946,480,100,10439388,11830,.57,8754,.422,.0080000000000001,2741,3072,Matched (3)
Camden,Missouri,42745,655,115,6154913,18850,.76,5652,.228,.012,1014,1355,Matched (3)
McLean,Kentucky,9152,254,120,4505836,3633,.76,1074,.225,.015,106,164,Matched (3)
Pierce,Wisconsin,42212,573.75,72,5893718,9796,.421,12815,.551,.0279999999999999,623,1220,Matched (3)
Presidio,Texas,6131,3856,254,29145504,721,.325,1463,.66,.015,6521,4991,Matched (3)
Coahoma,Mississippi,21390,554,82,2961279,2375,.279,6020,.708,.013,293,350,Matched (3)
Kinney,Texas,3129,1364,254,29145504,1144,.714,446,.278,.008,2004,1470,Matched (3)
Haywood,Tennessee,17864,533,95,6910840,3343,.45,4012,.539,.011,723,838,Matched (3)
Kiowa,Kansas,2460,722,105,2937880,980,.841,156,.134,.025,99,87,Matched (3)
Atoka,Oklahoma,14143,978,77,3959353,4557,.846,765,.142,.012,409,548,Matched (3)
Madison,Montana,8623,2643,56,1084225,4191,.6889999999999999,1771,.291,.0200000000000001,186,239,Matched (3)
Minnehaha,South Dakota,197214,809,66,886667,49249,.533,40482,.438,,6982,12034,Matched (3)
Gallia,Ohio,29220,468.78,88,11799448,10645,.771,2990,.217,.012,275,262,Matched (3)
Kittson,Minnesota,4207,1097.08,87,5706494,1006,.383,1546,.588,.029,69,83,Matched (3)
McCulloch,Texas,7630,1069,254,29145504,2904,.845,490,.143,.012,2476,2369,Matched (3)
Oscoda,Michigan,8219,572,83,10077331,1342,.275,3466,.711,.014,79,154,Matched (3)
Martin,Kentucky,11287,231,120,4505836,3496,.89,403,.103,.007,388,290,Matched (3)
Knott,Kentucky,14251,352,120,4505836,4780,.765,1412,.226,.009,99,90,Matched (3)
Williamsburg,South Carolina,31026,937,46,5118425,5532,.346,10289,.644,.01,689,619,Matched (3)
Bienville Parish,Louisiana,12981,822,64,4657757,3891,.552,3067,.435,.013,207,211,Matched (3)
Nemaha,Kansas,10273,719,105,2937880,4664,.821,927,.163,.016,121,266,Matched (3)
Waushara,Wisconsin,24520,626.15002,72,5893718,4388,.323,9016,.665,.012,1329,1693,Matched (3)
Bourbon,Kansas,14360,637,105,2937880,5023,.752,1541,.231,.017,309,386,Matched (3)
Houghton,Michigan,37361,1502,83,10077331,7750,.419,10378,.5610000000000001,.0199999999999999,415,669,Matched (3)
Union,Kentucky,13668,345,120,4505836,4965,.755,1529,.233,.012,243,188,Matched (3)
Decatur,Georgia,29367,597,159,10711908,4782,.411,6755,.581,.008,1404,1911,Matched (3)
Hamlin,South Dakota,6164,511,66,886667,2372,.769,647,.21,,149,288,Matched (3)
Kodiak Island Borough,Alaska,13101,6689,30,733391,3756,.5684,2523,.3818,.0498,996,1024,Matched (3)
Tunica,Mississippi,9782,455,82,2961279,926,.26,2580,.724,.016,245,191,Matched (3)
Scott,Illinois,4949,758,102,12812508,572,.209,2114,.772,.019,43,48,Matched (3)
Wallowa,Oregon,7391,3145,36,4237256,1625,.317,3404,.663,.02,156,257,Matched (3)
Coles,Illinois,46863,508,102,12812508,8067,.357,14037,.621,.022,1155,1768,Matched (3)
Martinsville,Virginia,13485,11,133,8631393,3766,.627,2165,.361,.012,552,1025,Matched (3)
Dallas,Missouri,17071,542,115,6154913,6619,.8169999999999999,1380,.17,.013,260,320,Matched (3)
Lyon,Kansas,32179,851,105,2937880,7550,.54,6055,.433,.027,6755,7256,Matched (3)
Carroll,Iowa,20760,569,99,3190369,7737,.6840000000000001,3454,.306,.01,333,594,Matched (3)
Meade,Kentucky,30003,308,120,4505836,10185,.722,3632,.257,.021,859,1133,Matched (3)
Cape May,New Jersey,95263,255,21,9288994,23941,.415,33158,.575,.01,6054,7465,Matched (3)
Sibley,Minnesota,14836,588.65002,87,5706494,2417,.286,5864,.695,.019,1098,1315,Matched (3)
Mendocino,California,91601,3509,58,39538224,28782,.664,13267,.306,.03,19505,23933,Matched (3)
Marion,Illinois,37729,237,102,12812508,4524,.259,12678,.726,.015,542,712,Matched (3)
Rabun,Georgia,16883,371,159,10711908,1984,.207,7474,.781,.012,1301,1452,Matched (3)
Knox,Missouri,3744,506,115,6154913,1486,.802,340,.183,.015,34,23,Matched (3)
Mariposa,California,17131,1451,58,39538224,4088,.398,5950,.579,.023,1676,2140,Matched (3)
Dade,Missouri,7569,490,115,6154913,3414,.829,656,.159,.012,121,135,Matched (3)
Wayne,Missouri,10974,760,115,6154913,4987,.848,845,.144,.008,140,155,Matched (3)
Schoolcraft,Michigan,8047,1884,83,10077331,1589,.335,3090,.651,.014,64,96,Matched (3)
Roane,Tennessee,53404,361,95,6910840,19230,.742,6043,.233,.025,710,1011,Matched (3)
Vigo,Indiana,106153,403,92,6785528,24545,.5629999999999999,18123,.416,.0210000000000001,2469,3239,Matched (3)
Bates,Missouri,16042,848,115,6154913,6597,.784,1672,.199,.017,275,335,Matched (3)
Ashtabula,Ohio,97574,702.44,88,11799448,26890,.609,16497,.374,.017,3441,4489,Matched (3)
Moore,Texas,21358,900,254,29145504,4359,.791,1062,.193,.016,11542,12647,Matched (3)
Bennington,Vermont,37347,2461,14,643077,12705,.623,7114,.349,.028,525,939,Matched (3)
Thomas,Kansas,7930,1075,105,2937880,3130,.822,625,.164,.014,370,632,Matched (3)
Ellis,Kansas,28934,900,105,2937880,9758,.707,3737,.271,.022,1299,2016,Matched (3)
Hancock,Ohio,74920,531.34998,88,11799448,26310,.679,11757,.303,.018,3363,4198,Matched (3)
Douglas,Kansas,118785,457,105,2937880,17286,.291,40785,.6860000000000001,.023,5651,8295,Matched (3)
Bureau,Illinois,33244,869,102,12812508,6669,.383,10411,.597,.02,2695,3095,Matched (3)
DeKalb,Indiana,43265,363,92,6785528,14237,.725,4966,.253,.022,1031,1185,Matched (3)
Manatee,Florida,399710,741,67,21538088,124987,.576,90166,.416,.0080000000000001,47955,70979,Matched (3)
Garrard,Kentucky,16953,231,120,4505836,6754,.776,1830,.21,.014,403,451,Matched (3)
Lake,Montana,31134,194,56,1084225,9322,.5610000000000001,6916,.416,.023,998,1168,Matched (3)
Lake,Ohio,232603,228.21001,88,11799448,73278,.5620000000000001,55514,.425,.013,7825,11362,Matched (3)
Suffolk,New York,1525920,2373,62,20201248,381021,.494,381253,.494,.012,246239,332959,Matched (3)
Washington,Georgia,19988,680,159,10711908,4743,.5,4668,.493,.007,407,334,Matched (3)
Lake,Tennessee,7005,163,95,6910840,1492,.734,526,.259,.007,136,175,Matched (3)
Lake and Peninsula Borough,Alaska,1476,23832,30,733391,234,.3634,358,.5558999999999999,.0807,43,34,Matched (3)
Mobile,Alabama,414809,1229.4399,67,5024279,101243,.554,79474,.435,.011,9936,13425,Matched (3)
Poweshiek,Iowa,18662,585,99,3190369,5657,.5590000000000001,4306,.425,.016,456,529,Matched (3)
Shelby,Ohio,48230,409.26999,88,11799448,20422,.8090000000000001,4465,.177,.014,661,787,Matched (3)
El Dorado,California,191185,1712,58,39538224,51621,.444,61838,.532,.024,21875,26459,Matched (3)
Lamar,Texas,50088,917,254,29145504,16760,.783,4458,.208,.009,3223,4412,Matched (3)
Lamb,Texas,13045,1016,254,29145504,3521,.799,840,.191,.01,7231,7449,Matched (3)
Grand,Colorado,15717,1868.53,64,5773714,4710,.477,4883,.495,.028,1116,1533,Matched (3)
Pike,Indiana,12250,334,92,6785528,4692,.754,1415,.227,.019,120,180,Matched (3)
Alleghany,North Carolina,10888,236,100,10439388,4527,.746,1486,.245,.009,1004,1288,Matched (3)
Shenandoah,Virginia,44186,512,133,8631393,6836,.289,16463,.696,.0150000000000001,2577,3726,Matched (3)
Okfuskee,Oklahoma,11310,625,77,3959353,3058,.757,896,.222,.021,356,342,Matched (3)
Ashland,Wisconsin,16027,1045.04,72,5893718,4801,.55,3841,.44,.01,302,383,Matched (3)
Clark,Arkansas,21446,882.59998,75,3011524,4616,.55,3438,.41,.04,926,1092,Matched (3)
Stark,North Dakota,33646,1338,53,779094,12110,.8070000000000001,2499,.167,.0259999999999999,454,2274,Matched (3)
Campbell,South Dakota,1377,736,66,886667,747,.856,117,.134,,20,37,Matched (3)
Langlade,Wisconsin,19491,870.64001,72,5893718,3704,.332,7330,.657,.0109999999999999,324,459,Matched (3)
Bonner,Idaho,47110,1738,44,1839106,18369,.672,8310,.304,.024,911,1504,Matched (3)
Franklin,Tennessee,42774,553,95,6910840,13987,.731,4864,.254,.015,1029,1502,Matched (3)
Jefferson,Tennessee,54683,274,95,6910840,18651,.79,4654,.197,.013,1619,2392,Matched (3)
Jackson,South Dakota,2806,1869,66,886667,738,.662,359,.322,,38,61,Matched (3)
Iron,Missouri,9537,551,115,6154913,3596,.783,945,.206,.011,133,177,Matched (3)
Spokane,Washington,539339,1764,39,7705281,135765,.463,148576,.507,.0299999999999999,21260,35350,Matched (3)
Jim Hogg,Texas,4838,1136,254,29145504,833,.409,1197,.588,.003,4907,4281,Matched (3)
Concho,Texas,3303,992,254,29145504,1058,.834,197,.155,.011,2173,1033,Matched (3)
Lauderdale,Alabama,93564,667.70001,67,5024279,31721,.718,11915,.27,.012,2082,3078,Matched (3)
Toombs,Georgia,27030,367,159,10711908,2938,.269,7873,.721,.01,3055,3044,Matched (3)
Lauderdale,Tennessee,25143,470,95,6910840,5674,.633,3193,.356,.011,564,587,Matched (3)
Alexander,Illinois,5240,236,102,12812508,1114,.426,1486,.5679999999999999,.0060000000000001,155,82,Matched (3)
Sioux,Iowa,35872,768,99,3190369,15680,.827,3019,.159,.014,3001,4914,Matched (3)
Jefferson,Iowa,15663,435,99,3190369,4443,.498,4319,.484,.018,410,610,Matched (3)
Putnam,West Virginia,57440,346,55,1793716,20034,.703,7878,.276,.021,484,811,Matched (3)
Richland,Ohio,124936,496.88,88,11799448,41472,.6919999999999999,17640,.294,.0140000000000001,1732,2615,Matched (3)
Cumberland,North Carolina,334728,658,100,10439388,60032,.409,84469,.575,.016,30190,39498,Matched (3)
Steele,North Dakota,1798,712,53,779094,652,.603,392,.362,.035,20,36,Matched (3)
Hyde,North Carolina,4589,1424,100,10439388,1418,.57,1046,.42,.0100000000000001,411,347,Matched (3)
Parmer,Texas,9869,882,254,29145504,2135,.806,488,.184,.01,6164,6504,Matched (3)
Mitchell,Kansas,5796,700,105,2937880,2504,.8070000000000001,558,.18,.013,73,157,Matched (3)
Rush,Indiana,16752,408,92,6785528,6035,.761,1754,.221,.018,190,252,Matched (3)
Lawrence,Ohio,58240,454.95999,88,11799448,20306,.722,7489,.266,.012,445,618,Matched (3)
Lawrence,Pennsylvania,86070,363,67,13002700,15978,.347,29597,.642,.011,931,1655,Matched (3)
Lee,Illinois,34145,724,102,12812508,6407,.391,9630,.587,.022,1802,2324,Matched (3)
Buffalo,Nebraska,50084,968,93,1961504,16640,.705,6350,.269,.026,3432,5062,Matched (3)
Maricopa,Arizona,4420568,9224,15,7151502,1040774,.503,995665,.481,.016,1128741,1351415,Matched (3)
Mountrail,North Dakota,9809,1824,53,779094,2824,.68,1256,.302,.018,286,768,Matched (3)
Lea,New Mexico,74455,4393,33,2117522,4061,.194,16531,.79,.016,33063,45193,Matched (3)
Adams,Indiana,35809,339,92,6785528,10686,.752,3236,.228,.02,1412,1637,Matched (3)
Lee,Alabama,174241,607.53998,67,5024279,42221,.594,27860,.392,.014,4571,9135,Matched (3)
Fresno,California,1008654,5963,58,39538224,193025,.529,164464,.451,.02,468070,540743,Matched (3)
Butte,California,211632,1640,58,39538224,50426,.494,48730,.478,.028,31116,40112,Matched (3)
Wayne,Utah,2486,2466,29,3271616,1229,.758,365,.225,.017,116,96,Matched (3)
Issaquena,Mississippi,1338,413,82,2961279,308,.456,355,.525,.019,8,128,Matched (3)
Frio,Texas,18385,1133,254,29145504,2823,.535,2422,.459,.0059999999999999,13401,14171,Matched (3)
Hunt,Texas,99956,841,254,29145504,29163,.756,8906,.231,.013,11751,19673,Matched (3)
Floyd,Virginia,15476,382,133,8631393,3004,.32,6225,.664,.0159999999999999,412,487,Matched (3)
Kings,New York,2736074,96.900002,62,20201248,703310,.77,202772,.222,.008,496285,516426,Matched (3)
Mills,Texas,4456,748,254,29145504,2217,.885,271,.108,.007,818,728,Matched (3)
Oglethorpe,Georgia,14825,441,159,10711908,2439,.3,5592,.6879999999999999,.012,546,869,Matched (3)
Park,Colorado,17390,2209.3601,64,5773714,4903,.399,6991,.569,.032,783,1235,Matched (3)
Fulton,Georgia,1066710,529,159,10711908,380212,.726,137247,.262,.012,72566,86302,Matched (3)
Lee,Virginia,22173,437,133,8631393,1489,.15,8365,.842,.008,406,476,Matched (3)
Effingham,Georgia,64769,480,159,10711908,7718,.244,23361,.74,.016,1501,3492,Matched (3)
East Feliciana Parish,Louisiana,19539,456,64,4657757,6064,.577,4280,.407,.0160000000000001,208,391,Matched (3)
Raleigh,West Virginia,74591,607,55,1793716,24673,.745,7982,.241,.014,996,1197,Matched (3)
Live Oak,Texas,11335,1036,254,29145504,4199,.831,819,.162,.007,4060,4790,Matched (3)
Greene,Alabama,7730,647.10999,67,5024279,875,.184,3884,.8149999999999999,.0010000000000001,69,61,Matched (3)
Labette,Kansas,20184,649,105,2937880,5735,.67,2655,.31,.02,875,939,Matched (3)
Owen,Indiana,21321,385,92,6785528,7286,.736,2420,.244,.02,198,297,Matched (3)
Leslie,Kentucky,10513,404,120,4505836,4321,.898,446,.093,.009,40,72,Matched (3)
Greenwood,South Carolina,69351,463,46,5118425,19431,.607,12145,.379,.014,3789,4749,Matched (3)
Lawrence,Kentucky,16293,419,120,4505836,5633,.8100000000000001,1238,.178,.012,77,148,Matched (3)
Columbia,Georgia,156010,290,159,10711908,29232,.363,50013,.621,.016,6175,11858,Matched (3)
Lincoln,Washington,10876,2311,39,7705281,1713,.245,5150,.736,.019,239,385,Matched (3)
Mesa,Colorado,155703,3345.6899,64,5773714,31536,.348,56894,.628,.024,19552,23278,Matched (3)
Uinta,Wyoming,20450,2082,23,576851,7496,.803,1591,.17,.0269999999999999,1855,1986,Matched (3)
Kittitas,Washington,44337,2297,39,7705281,11421,.436,14105,.538,.026,3121,4594,Matched (3)
Lewis,Washington,82149,2403,39,7705281,14520,.322,29391,.652,.0259999999999999,6527,8830,Matched (3)
Tripp,South Dakota,5624,1614,66,886667,2161,.802,495,.184,,60,54,Matched (3)
Pike,Illinois,14739,831,102,12812508,1484,.187,6332,.797,.0159999999999999,172,262,Matched (3)
Lexington,South Carolina,293991,758,46,5118425,92817,.642,49301,.341,.017,14529,21797,Matched (3)
Philadelphia,Pennsylvania,1603797,143,67,13002700,603790,.8139999999999999,132740,.179,.0070000000000001,187611,238277,Matched (3)
Kent,Rhode Island,170363,168,5,1097379,49113,.531,42001,.454,.015,5309,9665,Matched (3)
Osceola,Michigan,22891,573,83,10077331,3214,.261,8928,.724,.015,344,400,Matched (3)
Reagan,Texas,3385,1175,254,29145504,942,.838,172,.153,.009,2051,2283,Matched (3)
Hayes,Nebraska,856,713,93,1961504,494,.925,34,.064,.011,33,63,Matched (3)
Yolo,California,216403,1012,58,39538224,67598,.695,27292,.281,.024,60953,71700,Matched (3)
Limestone,Alabama,103570,559.94,67,5024279,34640,.706,13672,.279,.015,4591,7248,Matched (3)
Logan,Oklahoma,49555,745,77,3959353,15608,.723,5455,.253,.024,2170,4003,Matched (3)
Fannin,Georgia,25319,386,159,10711908,2570,.173,12169,.82,.007,431,753,Matched (3)
Miami-Dade,Florida,2701767,1946,67,21538088,532833,.461,617864,.534,.0049999999999999,1623859,1856938,Matched (3)
Glacier,Montana,13778,2995,56,1084225,1884,.335,3610,.643,.022,241,301,Matched (3)
Lincoln,Idaho,5127,1206,44,1839106,1469,.757,414,.213,.03,1476,1639,Matched (3)
Chesterfield,South Carolina,43273,806,46,5118425,11297,.598,7431,.394,.008,1666,2086,Matched (3)
Lincoln,Kentucky,24275,337,120,4505836,8489,.778,2254,.207,.015,372,475,Matched (3)
Lander,Nevada,5734,5798,17,3104614,496,.179,2198,.795,.0259999999999999,1219,1256,Matched (3)
Oconto,Wisconsin,38965,997.98999,72,5893718,6715,.289,16226,.699,.0120000000000001,519,848,Matched (3)
Columbia,New York,61570,648,62,20201248,20386,.574,14464,.407,.0190000000000001,2454,3542,Matched (3)
Jasper,South Carolina,28791,700,46,5118425,7078,.492,7185,.499,.009,3752,5079,Matched (3)
Clackamas,Oregon,421401,868,36,4237256,139043,.544,110509,.432,.024,29138,40342,Matched (3)
Lincoln,Nebraska,34676,2564,93,1961504,13071,.764,3692,.216,.02,2602,3011,Matched (3)
Marion,Iowa,33414,554,99,3190369,12663,.66,6178,.322,.018,531,700,Matched (3)
Franklin,Georgia,23424,263,159,10711908,1593,.148,9069,.842,.01,866,1121,Matched (3)
Monroe,Florida,82874,997,67,21538088,25693,.535,21881,.456,.009,15071,19432,Matched (3)
Floyd,Kentucky,35942,394,120,4505836,12250,.749,3884,.238,.013,219,308,Matched (3)
Chowan,North Carolina,13708,233,100,10439388,4471,.575,3247,.418,.0070000000000001,467,530,Matched (3)
Clinton,Michigan,79128,575,83,10077331,21968,.459,25098,.524,.0169999999999999,2947,3940,Matched (3)
Neshoba,Mississippi,29087,570,82,2961279,8320,.711,3260,.279,.01,469,434,Matched (3)
Custer,Nebraska,10545,2579,93,1961504,5090,.849,786,.131,.02,216,388,Matched (3)
Meigs,Ohio,22210,429.42001,88,11799448,8316,.759,2492,.228,.013,115,172,Matched (3)
Kearney,Nebraska,6688,516,93,1961504,2822,.783,701,.195,.022,244,385,Matched (3)
Fayette,Illinois,21488,716,102,12812508,1826,.182,8055,.801,.017,304,657,Matched (3)
Mills,Iowa,14484,437,99,3190369,5585,.678,2508,.304,.018,359,461,Matched (3)
Hall,Georgia,203136,394,159,10711908,25033,.276,64183,.709,.015,46906,57010,Matched (3)
Washington,Alabama,15388,1080.21,67,5024279,6564,.74,2258,.255,.005,151,138,Matched (3)
Marlboro,South Carolina,26667,394,46,5118425,5044,.441,6290,.55,.0089999999999999,800,575,Matched (3)
Los Angeles,California,10014009,4060,58,39538224,3028885,.71,1145530,.269,.021,4687889,4804763,Matched (3)
Morgan,Alabama,123421,579.34003,67,5024279,39664,.74,13234,.247,.013,9156,12377,Matched (3)
Yalobusha,Mississippi,12481,467,82,2961279,3671,.5620000000000001,2785,.426,.012,151,163,Matched (3)
Denton,Texas,906422,888,254,29145504,222480,.533,188695,.452,.015,120836,182778,Matched (3)
Lincoln,Wyoming,19581,4069,23,576851,8643,.832,1509,.145,.023,781,959,Matched (3)
Anderson,Kentucky,23852,203,120,4505836,9661,.729,3348,.253,.018,288,521,Matched (3)
Somervell,Texas,9205,187,254,29145504,4105,.831,768,.155,.014,1626,1687,Matched (3)
Sanilac,Michigan,40611,1590,83,10077331,5966,.266,16194,.721,.013,1439,1674,Matched (3)
Cherokee,North Carolina,28774,497,100,10439388,12628,.77,3583,.219,.011,688,899,Matched (3)
Highland,Virginia,2232,416,133,8631393,417,.272,1092,.713,.015,18,35,Matched (3)
Lehigh,Pennsylvania,374557,349,67,13002700,98288,.532,84259,.456,.012,65615,96981,Matched (3)
Fergus,Montana,11446,4339,56,1084225,4869,.748,1496,.23,.022,171,225,Matched (3)
Cabarrus,North Carolina,225804,365,100,10439388,63237,.541,52162,.446,.013,16767,27263,Matched (3)
Jackson,Georgia,75907,342,159,10711908,7642,.203,29502,.783,.0139999999999999,3736,6712,Matched (3)
Logan,Kansas,2762,1073,105,2937880,1249,.857,186,.128,.015,80,195,Matched (3)
Logan,Kentucky,27432,556,120,4505836,9067,.734,3094,.251,.015,651,853,Matched (3)
Rowan,Kentucky,24662,281,120,4505836,5994,.596,3880,.386,.018,294,541,Matched (3)
Logan,Ohio,46150,458.44,88,11799448,17964,.769,5055,.216,.015,539,1004,Matched (3)
Hodgeman,Kansas,1723,860,105,2937880,875,.837,154,.147,.016,118,96,Matched (3)
Jackson,Mississippi,143252,727,82,2961279,36295,.665,17375,.319,.016,6378,10050,Matched (3)
Contra Costa,California,1165927,720,58,39538224,416386,.716,152877,.263,.021,255560,314900,Matched (3)
Izard,Arkansas,13577,584.02002,75,3011524,4631,.797,1021,.176,.027,208,326,Matched (3)
Lorain,Ohio,312964,492.5,88,11799448,79520,.505,75667,.481,.014,25290,32917,Matched (3)
Henry,Missouri,21946,702,115,6154913,8027,.744,2619,.243,.013,369,573,Matched (3)
Mitchell,Georgia,21755,512,159,10711908,3993,.446,4935,.551,.003,1028,964,Matched (3)
Bland,Virginia,6270,359,133,8631393,532,.153,2903,.835,.012,39,60,Matched (3)
