county,state,pop_county,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020
Snohomish,Washington,827957,39,7705281,256728,.589,166428,.382,.029,64249,95644
Grant,Washington,99123,39,7705281,11819,.315,24764,.661,.024,34163,42401
Island,Washington,86857,39,7705281,29213,.546,22746,.425,.029,4295,7118
Clallam,Washington,77155,39,7705281,24721,.504,23062,.47,.026,3627,4732
King,Washington,2269675,39,7705281,907310,.754,269167,.224,.022,172378,243021
Ferry,Washington,7178,39,7705281,1486,.342,2771,.637,.0209999999999999,254,210
Grays Harbor,Washington,75636,39,7705281,17354,.454,19877,.52,.026,6272,7834
Wahkiakum,Washington,4422,39,7705281,1165,.392,1741,.586,.022,108,183
Kitsap,Washington,275611,39,7705281,90277,.573,61563,.391,.036,15686,24184
Garfield,Washington,2286,39,7705281,366,.247,1069,.722,.031,91,110
Adams,Washington,20613,39,7705281,1814,.311,3907,.669,.02,11099,13120
Yakima,Washington,256728,39,7705281,43179,.451,50555,.528,.0209999999999999,109470,130049
Kittitas,Washington,44337,39,7705281,11421,.436,14105,.538,.026,3121,4594
Skagit,Washington,129523,39,7705281,38252,.524,32762,.449,.027,19709,23792
Klickitat,Washington,22735,39,7705281,5959,.442,7237,.537,.021,2171,2913
Lincoln,Washington,10876,39,7705281,1713,.245,5150,.736,.019,239,385
Pend Oreille,Washington,13401,39,7705281,2593,.305,5728,.673,.022,391,448
Whitman,Washington,47973,39,7705281,11184,.533,9067,.433,.034,2040,4052
Thurston,Washington,294793,39,7705281,96608,.579,65277,.391,.03,17787,29024
Douglas,Washington,42938,39,7705281,7811,.369,12955,.612,.019,11013,14637
Whatcom,Washington,226847,39,7705281,83660,.608,50489,.367,.025,15756,22825
Stevens,Washington,46445,39,7705281,7839,.277,19808,.7,.023,1185,1685
Mason,Washington,65726,39,7705281,17269,.465,18710,.504,.0309999999999999,4844,7595
Jefferson,Washington,32977,39,7705281,17204,.698,6931,.281,.021,848,1305
Franklin,Washington,96749,39,7705281,13340,.414,18039,.5600000000000001,.026,40004,52445
Chelan,Washington,79074,39,7705281,19349,.45,22746,.529,.021,18713,22104
Cowlitz,Washington,110730,39,7705281,23938,.399,34424,.574,.027,7975,10802
Lewis,Washington,82149,39,7705281,14520,.322,29391,.652,.0259999999999999,6527,8830
San Juan,Washington,17788,39,7705281,9725,.743,3057,.234,.023,857,1298
Spokane,Washington,539339,39,7705281,135765,.463,148576,.507,.0299999999999999,21260,35350
Pierce,Washington,921130,39,7705281,249506,.542,197730,.429,.029,72849,111811
Walla Walla,Washington,62584,39,7705281,13690,.441,16400,.528,.0309999999999999,11593,14206
Asotin,Washington,22285,39,7705281,4250,.358,7319,.616,.026,643,915
Okanogan,Washington,42104,39,7705281,8900,.421,11840,.5600000000000001,.0189999999999999,7227,8197
Pacific,Washington,23365,39,7705281,6794,.485,6953,.496,.019,1677,2196
Skamania,Washington,12036,39,7705281,3192,.439,3885,.535,.0259999999999999,553,765
Columbia,Washington,3952,39,7705281,668,.269,1754,.707,.024,254,304
Bath,Virginia,4209,133,8631393,646,.259,1834,.735,.006,101,73
Shenandoah,Virginia,44186,133,8631393,6836,.289,16463,.696,.0150000000000001,2577,3726
Albemarle,Virginia,112395,133,8631393,42466,.661,20804,.324,.015,5417,8453
Lynchburg,Virginia,79009,133,8631393,18048,.501,17097,.475,.024,2300,3880
Charlotte,Virginia,11529,133,8631393,2317,.375,3815,.617,.008,240,253
Newport News,Virginia,186247,133,8631393,53099,.656,26377,.326,.018,13590,19288
Westmoreland,Virginia,18477,133,8631393,4501,.454,5318,.537,.009,1002,1049
Charles City,Virginia,6773,133,8631393,2624,.591,1761,.397,.012,88,101
Louisa,Virginia,37596,133,8631393,8269,.378,13294,.608,.014,762,1365
Chesapeake,Virginia,249422,133,8631393,66377,.524,58180,.459,.017,9706,17824
Botetourt,Virginia,33596,133,8631393,5700,.271,15099,.717,.012,356,776
Tazewell,Virginia,40429,133,8631393,3205,.159,16731,.833,.008,296,507
Radford,Virginia,16070,133,8631393,3358,.534,2786,.443,.023,385,765
Petersburg,Virginia,33458,133,8631393,12389,.88,1584,.112,.008,1216,1970
Carroll,Virginia,29155,133,8631393,2842,.182,12659,.8100000000000001,.008,776,1042
Loudoun,Virginia,420959,133,8631393,138372,.619,82088,.367,.014,38576,59744
Prince William,Virginia,482204,133,8631393,142863,.628,81222,.357,.015,81460,121524
Staunton,Virginia,25750,133,8631393,6981,.54,5695,.441,.019,513,1088
Fairfax,Virginia,1150309,133,8631393,9174,.6860000000000001,4007,.299,.015,3556,4278
Washington,Virginia,53935,133,8631393,6617,.231,21679,.758,.011,724,891
Fluvanna,Virginia,27249,133,8631393,7414,.469,8155,.516,.015,760,1107
Southampton,Virginia,17996,133,8631393,3969,.406,5730,.586,.008,203,332
Warren,Virginia,40727,133,8631393,6603,.314,14069,.669,.0169999999999999,1318,2413
Henrico,Virginia,334389,133,8631393,116572,.639,63440,.348,.013,15001,22085
Middlesex,Virginia,10625,133,8631393,2491,.368,4196,.62,.012,166,259
Lancaster,Virginia,10919,133,8631393,3368,.472,3697,.518,.01,118,125
Henry,Virginia,50948,133,8631393,9127,.35,16725,.641,.009,2545,3301
Rockingham,Virginia,83757,133,8631393,12644,.29,30349,.695,.015,4076,7093
Sussex,Virginia,10829,133,8631393,2827,.556,2219,.437,.007,268,306
Clarke,Virginia,14783,133,8631393,3920,.422,5192,.5590000000000001,.019,490,887
Hampton,Virginia,137148,133,8631393,46220,.704,18430,.281,.015,6241,8411
Covington,Virginia,5737,133,8631393,964,.372,1580,.609,.019,92,179
Waynesboro,Virginia,22196,133,8631393,4961,.465,5507,.516,.0189999999999999,1337,1945
Campbell,Virginia,55696,133,8631393,8070,.271,21245,.713,.016,918,1815
Hopewell,Virginia,23033,133,8631393,5430,.5669999999999999,4020,.42,.0130000000000001,1480,1889
King William,Virginia,17810,133,8631393,3260,.304,7320,.6830000000000001,.0129999999999999,324,476
Buckingham,Virginia,16824,133,8631393,3471,.428,4544,.5600000000000001,.012,288,413
Stafford,Virginia,156927,133,8631393,40245,.508,37636,.475,.017,11875,23646
Bedford,Virginia,79462,133,8631393,12176,.251,35600,.734,.015,1224,2055
Martinsville,Virginia,13485,133,8631393,3766,.627,2165,.361,.012,552,1025
Caroline,Virginia,30887,133,8631393,7657,.471,8336,.513,.016,959,1968
Danville,Virginia,42590,133,8631393,11710,.606,7428,.384,.01,1245,2074
Gloucester,Virginia,38711,133,8631393,6964,.313,14875,.669,.018,935,1410
Amherst,Virginia,31307,133,8631393,5672,.334,11041,.651,.0149999999999999,625,838
Hanover,Virginia,109979,133,8631393,25307,.358,44318,.627,.015,2116,3938
Dickenson,Virginia,14124,133,8631393,1503,.206,5748,.788,.006,86,83
Grayson,Virginia,15333,133,8631393,1535,.189,6529,.804,.0069999999999999,416,596
Charlottesville,Virginia,46553,133,8631393,20696,.859,3094,.128,.013,2223,3207
Colonial Heights,Virginia,18170,133,8631393,2972,.326,6007,.659,.0149999999999999,674,1276
Alexandria,Virginia,159467,133,8631393,66240,.8100000000000001,14544,.178,.012,22524,29372
Craig,Virginia,4892,133,8631393,587,.186,2536,.802,.012,36,53
Nottoway,Virginia,15642,133,8631393,2971,.42,4027,.57,.0100000000000001,609,773
Franklin,Virginia,8180,133,8631393,8381,.283,20895,.705,.0120000000000001,1424,1955
Nelson,Virginia,14775,133,8631393,4327,.466,4812,.518,.016,459,663
Giles,Virginia,16787,133,8631393,2156,.235,6876,.751,.014,209,244
Lexington,Virginia,7320,133,8631393,1791,.652,906,.33,.018,271,335
Roanoke,Virginia,96929,133,8631393,26773,.62,15607,.362,.018,5345,8484
Buena Vista,Virginia,6641,133,8631393,825,.299,1863,.675,.026,103,229
Smyth,Virginia,29800,133,8631393,3008,.213,10963,.777,.01,527,558
Madison,Virginia,13837,133,8631393,2698,.333,5300,.654,.013,236,441
Bristol,Virginia,17219,133,8631393,2313,.297,5347,.6870000000000001,.016,221,455
Greene,Virginia,20552,133,8631393,4163,.369,6866,.609,.022,781,1330
New Kent,Virginia,22945,133,8631393,4621,.32,9631,.668,.0119999999999999,390,731
Norton,Virginia,3687,133,8631393,464,.291,1109,.696,.0130000000000001,68,81
Suffolk,Virginia,94324,133,8631393,28676,.58,20082,.406,.014,2415,4252
Wise,Virginia,36130,133,8631393,3110,.188,13366,.806,.006,471,452
Patrick,Virginia,17608,133,8631393,1954,.205,7485,.786,.009,444,567
Essex,Virginia,10599,133,8631393,3038,.492,3075,.498,.01,349,369
Pittsylvania,Virginia,60501,133,8631393,10115,.296,23751,.695,.009,1332,1712
Williamsburg,Virginia,15425,133,8631393,4790,.7,1963,.287,.0130000000000001,941,1215
Galax,Virginia,6720,133,8631393,777,.295,1838,.698,.0070000000000001,989,1061
Halifax,Virginia,34022,133,8631393,7666,.421,10418,.572,.007,587,760
Appomattox,Virginia,16119,133,8631393,2418,.262,6702,.725,.013,167,344
Richmond,Virginia,8923,133,8631393,1513,.37,2547,.623,.007,510,597
Floyd,Virginia,15476,133,8631393,3004,.32,6225,.664,.0159999999999999,412,487
Emporia,Virginia,5766,133,8631393,1612,.678,754,.317,.0049999999999999,262,345
Montgomery,Virginia,99721,133,8631393,23218,.518,20629,.461,.021,2536,4651
Dinwiddie,Virginia,27947,133,8631393,6224,.413,8695,.577,.01,674,1128
Northumberland,Virginia,11839,133,8631393,3252,.417,4485,.576,.007,382,351
Wythe,Virginia,28290,133,8631393,3143,.209,11733,.78,.011,280,355
Amelia,Virginia,13265,133,8631393,2411,.306,5390,.6840000000000001,.0099999999999999,290,425
Rockbridge,Virginia,22650,133,8631393,4086,.331,8088,.655,.014,296,513
Mathews,Virginia,8533,133,8631393,1825,.314,3901,.671,.0149999999999999,104,197
Page,Virginia,23709,133,8631393,3007,.241,9345,.748,.011,373,497
James City,Virginia,78254,133,8631393,25553,.517,23153,.469,.014,3024,5199
Greensville,Virginia,11391,133,8631393,2627,.576,1914,.419,.0050000000000001,173,276
Lee,Virginia,22173,133,8631393,1489,.15,8365,.842,.008,406,476
York,Virginia,70045,133,8631393,17683,.458,20241,.524,.018,2892,5136
Fairfax,Virginia,24146,133,8631393,419943,.704,168401,.282,.0140000000000001,3556,4278
Surry,Virginia,6561,133,8631393,2397,.537,2025,.454,.009,86,149
Fauquier,Virginia,72972,133,8631393,17565,.404,25106,.578,.018,4178,7793
Fredericksburg,Virginia,27982,133,8631393,8517,.666,4037,.316,.018,2607,3472
Spotsylvania,Virginia,140032,133,8631393,34307,.457,39411,.525,.0179999999999999,9278,16654
Powhatan,Virginia,30333,133,8631393,5320,.27,14055,.714,.016,502,792
Brunswick,Virginia,15849,133,8631393,4552,.573,3357,.423,.0040000000000001,298,387
Orange,Virginia,36254,133,8631393,7995,.386,12426,.601,.013,1139,2171
King George,Virginia,26723,133,8631393,5404,.382,8446,.596,.022,790,1582
Poquoson,Virginia,12460,133,8631393,2054,.263,5605,.717,.02,221,463
Manassas Park,Virginia,17219,133,8631393,3992,.658,1979,.326,.016,4645,7799
Augusta,Virginia,77487,133,8631393,10840,.257,30714,.728,.015,1525,2728
Prince Edward,Virginia,21849,133,8631393,4973,.521,4434,.465,.014,525,1088
Pulaski,Virginia,33800,133,8631393,4925,.284,12127,.7,.016,432,704
Rappahannock,Virginia,7348,133,8631393,2096,.422,2812,.5659999999999999,.0120000000000001,228,289
Norfolk,Virginia,238005,133,8631393,64440,.72,23443,.262,.018,16144,23130
Chesterfield,Virginia,364548,133,8631393,106935,.526,93326,.459,.015,22864,40236
Winchester,Virginia,28120,133,8631393,6610,.549,5221,.433,.018,4041,5494
Virginia Beach,Virginia,459470,133,8631393,117393,.518,105087,.464,.018,28987,40404
Richmond,Virginia,226610,133,8631393,92175,.834,16603,.15,.016,12803,23747
Alleghany,Virginia,15223,133,8631393,2243,.274,5859,.715,.011,176,178
Bland,Virginia,6270,133,8631393,532,.153,2903,.835,.012,39,60
Manassas,Virginia,42772,133,8631393,10356,.613,6256,.37,.017,11876,18345
Roanoke,Virginia,100011,133,8631393,21801,.383,34268,.601,.016,1951,3507
Arlington,Virginia,238643,133,8631393,105344,.8129999999999999,22318,.172,.0150000000000001,31382,37362
Goochland,Virginia,24727,133,8631393,6685,.396,9966,.59,.014,455,862
Lunenburg,Virginia,11936,133,8631393,2418,.403,3537,.59,.007,470,589
Prince George,Virginia,43010,133,8631393,7103,.408,10103,.581,.0110000000000001,2058,4344
Northampton,Virginia,12282,133,8631393,3667,.546,2955,.44,.014,874,1068
King and Queen,Virginia,6608,133,8631393,1590,.387,2450,.597,.016,184,182
Falls Church,Virginia,14658,133,8631393,7146,.8169999999999999,1490,.17,.013,1109,1529
Frederick,Virginia,91419,133,8631393,17207,.354,30558,.629,.017,5168,9990
Mecklenburg,Virginia,30319,133,8631393,6803,.42,9266,.573,.0070000000000001,806,821
Accomack,Virginia,33413,133,8631393,7578,.447,9172,.542,.0109999999999999,2850,3430
Highland,Virginia,2232,133,8631393,417,.272,1092,.713,.015,18,35
Portsmouth,Virginia,97915,133,8631393,30948,.697,12755,.287,.0160000000000001,2919,4413
Culpeper,Virginia,52552,133,8631393,10617,.393,16012,.592,.015,4157,7509
Isle of Wight,Virginia,38606,133,8631393,9399,.401,13707,.585,.014,658,1199
Harrisonburg,Virginia,51814,133,8631393,11022,.649,5591,.329,.022,7665,12045
Franklin,Virginia,54477,133,8631393,2525,.624,1487,.367,.009,141,218
Salem,Virginia,25346,133,8631393,5148,.394,7683,.589,.017,601,1088
Buchanan,Virginia,20355,133,8631393,1587,.16,8311,.836,.004,95,177
Russell,Virginia,25781,133,8631393,2373,.178,10879,.8139999999999999,.0080000000000001,275,168
Scott,Virginia,21576,133,8631393,1692,.156,9063,.836,.008,234,255
Cumberland,Virginia,9675,133,8631393,2227,.42,3019,.57,.0100000000000001,181,241
Middlesex,New Jersey,863162,21,9288994,226250,.604,143467,.383,.013,148975,193687
Hunterdon,New Jersey,128947,21,9288994,39457,.468,43153,.512,.02,6722,10929
Camden,New Jersey,523485,21,9288994,175065,.662,86207,.326,.012,73124,95255
Burlington,New Jersey,461860,21,9288994,154595,.591,103345,.395,.014,28831,40387
Atlantic,New Jersey,274534,21,9288994,73808,.527,64438,.46,.013,46241,53713
Union,New Jersey,575345,21,9288994,170245,.673,80002,.316,.011,146704,195519
Hudson,New Jersey,724854,21,9288994,181452,.726,65698,.263,.011,267853,293019
Cumberland,New Jersey,154152,21,9288994,32742,.525,28952,.464,.011,42457,53054
Somerset,New Jersey,345361,21,9288994,111173,.598,71996,.387,.015,42091,57379
Morris,New Jersey,509285,21,9288994,153881,.514,141134,.472,.014,56482,76661
Salem,New Jersey,64837,21,9288994,14479,.427,18827,.555,.0179999999999999,4507,6535
Ocean,New Jersey,637229,21,9288994,119456,.35,217740,.638,.012,47783,66329
Monmouth,New Jersey,643615,21,9288994,181291,.479,191808,.507,.014,60939,80730
Cape May,New Jersey,95263,21,9288994,23941,.415,33158,.575,.01,6054,7465
Mercer,New Jersey,387340,21,9288994,122532,.694,51641,.292,.0140000000000001,55318,84177
Sussex,New Jersey,144221,21,9288994,34481,.392,51698,.588,.02,9617,14310
Bergen,New Jersey,955732,21,9288994,285967,.577,204417,.412,.0110000000000001,145281,204683
Gloucester,New Jersey,302294,21,9288994,86702,.502,83340,.483,.015,13712,22135
Warren,New Jersey,109632,21,9288994,24901,.41,34769,.572,.0180000000000001,7659,12225
Essex,New Jersey,863728,21,9288994,266820,.773,75475,.219,.008,159117,210353
Passaic,New Jersey,524118,21,9288994,129097,.577,92009,.411,.0120000000000001,185677,224030
Keweenaw,Michigan,2046,83,10077331,672,.432,862,.554,.014,15,27
Alcona,Michigan,10167,83,10077331,2142,.303,4848,.6860000000000001,.011,124,122
Wayne,Michigan,1793561,83,10077331,597170,.6850000000000001,264553,.303,.012,95260,117649
Roscommon,Michigan,23459,83,10077331,5166,.344,9670,.644,.012,275,434
Ontonagon,Michigan,5816,83,10077331,1391,.366,2358,.62,.014,64,68
Genesee,Michigan,406211,83,10077331,119390,.539,98714,.446,.015,12983,16259
Barry,Michigan,62423,83,10077331,11797,.329,23471,.654,.017,1336,2142
Midland,Michigan,83494,83,10077331,20493,.418,27675,.5639999999999999,.0180000000000001,1704,2659
Clare,Michigan,30856,83,10077331,5199,.319,10861,.667,.014,464,621
Grand Traverse,Michigan,95238,83,10077331,28683,.476,30502,.506,.018,1874,3010
Lapeer,Michigan,88619,83,10077331,16367,.311,35482,.674,.015,3622,4244
Washtenaw,Michigan,372258,83,10077331,157136,.727,56241,.26,.013,13860,20731
Baraga,Michigan,8158,83,10077331,1478,.366,2512,.622,.012,86,102
Van Buren,Michigan,75587,83,10077331,16803,.43,21591,.553,.017,7758,8966
Kalkaska,Michigan,17939,83,10077331,3002,.282,7436,.7,.018,214,355
Ionia,Michigan,66804,83,10077331,10901,.338,20657,.641,.0209999999999999,2791,3364
Dickinson,Michigan,25947,83,10077331,4744,.325,9617,.659,.016,270,440
Jackson,Michigan,160366,83,10077331,31995,.396,47372,.586,.018,4837,6184
Crawford,Michigan,12988,83,10077331,2672,.34,5087,.647,.0129999999999999,182,292
Menominee,Michigan,23502,83,10077331,4316,.342,8117,.644,.0139999999999999,278,486
Leelanau,Michigan,22301,83,10077331,8795,.52,7916,.468,.012,794,917
Sanilac,Michigan,40611,83,10077331,5966,.266,16194,.721,.013,1439,1674
Calhoun,Michigan,134310,83,10077331,28877,.436,36221,.547,.017,6177,7426
Osceola,Michigan,22891,83,10077331,3214,.261,8928,.724,.015,344,400
Cass,Michigan,51589,83,10077331,9130,.348,16699,.637,.015,1570,2161
Mecosta,Michigan,39714,83,10077331,7375,.35,13267,.63,.02,731,1026
Cheboygan,Michigan,25579,83,10077331,5437,.343,10186,.642,.015,211,341
Berrien,Michigan,154316,83,10077331,37438,.454,43519,.528,.018,7054,9210
Gogebic,Michigan,14380,83,10077331,3570,.432,4600,.556,.012,142,222
Bay,Michigan,103856,83,10077331,26151,.434,33125,.55,.016,5093,5930
Benzie,Michigan,17970,83,10077331,5480,.447,6601,.538,.0149999999999999,302,391
Muskegon,Michigan,175824,83,10077331,45643,.494,45133,.488,.018,8261,10283
Ottawa,Michigan,296200,83,10077331,64705,.384,100913,.598,.018,22761,29382
Houghton,Michigan,37361,83,10077331,7750,.419,10378,.5610000000000001,.0199999999999999,415,669
Arenac,Michigan,15002,83,10077331,2774,.314,5928,.671,.0149999999999999,225,270
Monroe,Michigan,154809,83,10077331,32975,.378,52710,.605,.017,4667,6231
Shiawassee,Michigan,68094,83,10077331,15347,.391,23149,.59,.019,1695,2024
Ogemaw,Michigan,20770,83,10077331,3475,.292,8253,.6929999999999999,.015,309,437
Alger,Michigan,8842,83,10077331,2053,.4,3014,.588,.012,114,115
Oceana,Michigan,26659,83,10077331,4944,.352,8892,.632,.016,3629,4108
Charlevoix,Michigan,26054,83,10077331,6939,.408,9841,.579,.0130000000000001,359,425
Hillsdale,Michigan,45746,83,10077331,5883,.253,17037,.732,.015,826,1172
Gratiot,Michigan,41761,83,10077331,6693,.35,12102,.633,.017,2301,3153
Antrim,Michigan,23431,83,10077331,5960,.374,9748,.611,.015,404,459
Luce,Michigan,5339,83,10077331,842,.281,2109,.703,.016,82,74
Oscoda,Michigan,8219,83,10077331,1342,.275,3466,.711,.014,79,154
Livingston,Michigan,193866,83,10077331,48220,.379,76982,.605,.016,3460,5503
Iosco,Michigan,25237,83,10077331,5373,.35,9759,.635,.015,403,610
Lenawee,Michigan,99423,83,10077331,20918,.392,31541,.591,.017,7614,8494
Missaukee,Michigan,15052,83,10077331,1967,.225,6648,.759,.016,306,499
Marquette,Michigan,66017,83,10077331,20465,.546,16286,.435,.019,767,1344
Delta,Michigan,36903,83,10077331,7606,.36,13207,.624,.016,318,543
Alpena,Michigan,28907,83,10077331,6000,.354,10686,.63,.016,304,417
Mason,Michigan,29052,83,10077331,6802,.394,10207,.592,.014,1150,1290
Branch,Michigan,44862,83,10077331,6159,.3,14064,.6850000000000001,.0149999999999999,1804,2583
Tuscola,Michigan,53323,83,10077331,8712,.296,20297,.6889999999999999,.015,1571,1808
Clinton,Michigan,79128,83,10077331,21968,.459,25098,.524,.0169999999999999,2947,3940
Emmet,Michigan,34112,83,10077331,9662,.436,12135,.547,.017,429,592
Huron,Michigan,31407,83,10077331,5490,.298,12731,.6909999999999999,.011,657,840
Mackinac,Michigan,10834,83,10077331,2632,.375,4304,.614,.011,126,167
Gladwin,Michigan,25386,83,10077331,4524,.31,9893,.677,.0129999999999999,310,482
Manistee,Michigan,25032,83,10077331,6107,.417,8321,.5679999999999999,.015,634,830
Saginaw,Michigan,190124,83,10077331,51088,.494,50785,.491,.015,15573,16904
Montcalm,Michigan,66614,83,10077331,9703,.302,21815,.68,.0179999999999999,1932,2697
Kent,Michigan,657974,83,10077331,187915,.521,165741,.459,.02,58437,75228
Presque Isle,Michigan,12982,83,10077331,2911,.349,5342,.64,.011,116,154
Otsego,Michigan,25091,83,10077331,4743,.321,9779,.663,.016,299,446
Kalamazoo,Michigan,261670,83,10077331,83686,.584,56823,.396,.02,9959,14776
Chippewa,Michigan,36785,83,10077331,6648,.377,10681,.605,.018,480,757
Oakland,Michigan,1274395,83,10077331,434148,.5639999999999999,325971,.423,.0130000000000001,41920,60838
St. Joseph,Michigan,60939,83,10077331,9262,.332,18127,.649,.0189999999999999,4034,5427
St. Clair,Michigan,160383,83,10077331,31363,.341,59185,.643,.016,4708,5505
Eaton,Michigan,109175,83,10077331,31299,.487,31798,.494,.019,5101,6527
Montmorency,Michigan,9153,83,10077331,1628,.278,4171,.712,.01,96,125
Isabella,Michigan,64394,83,10077331,14072,.478,14815,.504,.018,2197,3006
Iron,Michigan,11631,83,10077331,2493,.367,4216,.621,.012,161,206
Newaygo,Michigan,49978,83,10077331,7873,.29,18857,.694,.016,2663,2969
