county,state,pop_county,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020
Crawford,Missouri,23056,115,6154913,8725,.795,2113,.193,.012,365,482
Butler,Missouri,42130,115,6154913,14602,.805,3301,.182,.013,666,901
Texas,Missouri,24487,115,6154913,9478,.838,1716,.152,.01,425,515
Gentry,Missouri,6162,115,6154913,2581,.798,613,.189,.013,36,90
Warren,Missouri,35532,115,6154913,13222,.72,4769,.26,.02,957,1400
Pulaski,Missouri,53955,115,6154913,10329,.717,3740,.259,.024,4705,6079
Montgomery,Missouri,11322,115,6154913,4465,.774,1208,.209,.017,172,229
Carroll,Missouri,8495,115,6154913,3706,.8179999999999999,786,.173,.0090000000000001,118,132
New Madrid,Missouri,16434,115,6154913,5447,.752,1748,.241,.007,214,253
Moniteau,Missouri,15473,115,6154913,5744,.803,1308,.183,.014,586,864
Ste. Genevieve,Missouri,18479,115,6154913,6630,.699,2713,.286,.0150000000000001,149,269
Webster,Missouri,39085,115,6154913,14880,.792,3573,.19,.018,612,790
Madison,Missouri,12626,115,6154913,4584,.8080000000000001,1019,.18,.012,244,342
Newton,Missouri,58648,115,6154913,22120,.779,5818,.205,.016,2537,3607
Shannon,Missouri,7031,115,6154913,3165,.8100000000000001,706,.181,.009,139,141
Reynolds,Missouri,6096,115,6154913,2733,.829,529,.16,.011,64,99
Ralls,Missouri,10355,115,6154913,4396,.776,1205,.213,.011,98,96
Greene,Missouri,298915,115,6154913,83630,.59,55068,.388,.022,8207,14392
Stoddard,Missouri,28672,115,6154913,11484,.855,1819,.135,.01,356,566
Lawrence,Missouri,38001,115,6154913,14426,.806,3214,.18,.014,2444,2987
Dallas,Missouri,17071,115,6154913,6619,.8169999999999999,1380,.17,.013,260,320
Howard,Missouri,10151,115,6154913,3553,.698,1413,.278,.024,122,208
Dent,Missouri,14421,115,6154913,5987,.838,1056,.148,.014,148,271
Carter,Missouri,5202,115,6154913,2451,.846,418,.144,.01,104,97
Jefferson,Missouri,226739,115,6154913,77046,.66,37523,.322,.018,3408,5552
Douglas,Missouri,11578,115,6154913,5898,.843,1016,.145,.012,110,239
Iron,Missouri,9537,115,6154913,3596,.783,945,.206,.011,133,177
Morgan,Missouri,21006,115,6154913,7442,.784,1924,.203,.013,365,446
Laclede,Missouri,36039,115,6154913,13762,.82,2780,.166,.014,719,955
Sullivan,Missouri,5999,115,6154913,1974,.799,478,.193,.008,1248,1054
Callaway,Missouri,44283,115,6154913,14815,.701,5870,.278,.021,707,965
Grundy,Missouri,9808,115,6154913,3585,.8080000000000001,799,.18,.012,178,241
Mercer,Missouri,3538,115,6154913,1541,.866,222,.125,.009,28,155
St. Francois,Missouri,66922,115,6154913,20511,.733,7044,.252,.015,778,1089
Washington,Missouri,23514,115,6154913,8047,.8070000000000001,1804,.181,.012,255,227
Maries,Missouri,8432,115,6154913,3892,.8159999999999999,814,.171,.013,75,134
Atchison,Missouri,5305,115,6154913,2199,.781,564,.2,.019,55,73
Johnson,Missouri,54013,115,6154913,15489,.67,6974,.302,.028,1611,2595
Cooper,Missouri,17103,115,6154913,6272,.722,2249,.259,.019,232,322
St. Clair,Missouri,9284,115,6154913,3932,.791,988,.199,.01,170,178
Miller,Missouri,24722,115,6154913,10176,.822,2038,.165,.013,343,466
Howell,Missouri,39750,115,6154913,15181,.8139999999999999,3218,.173,.0130000000000001,697,896
Cedar,Missouri,14188,115,6154913,5788,.822,1145,.163,.015,204,261
Barry,Missouri,34534,115,6154913,12425,.797,2948,.189,.014,2745,3333
Wright,Missouri,18188,115,6154913,7453,.853,1168,.134,.013,238,370
Scotland,Missouri,4716,115,6154913,1560,.786,388,.196,.018,33,35
Boone,Missouri,183610,115,6154913,38646,.424,50064,.549,.027,4895,8052
Schuyler,Missouri,4032,115,6154913,1606,.802,373,.186,.012,29,47
Platte,Missouri,106718,115,6154913,28917,.505,27179,.475,.02,4424,7161
Cole,Missouri,77279,115,6154913,26086,.66,12694,.321,.019,1795,2661
Marion,Missouri,28525,115,6154913,9915,.743,3202,.24,.017,391,516
Bates,Missouri,16042,115,6154913,6597,.784,1672,.199,.017,275,335
Holt,Missouri,4223,115,6154913,1976,.843,338,.144,.013,39,67
Lincoln,Missouri,59574,115,6154913,21848,.753,6607,.228,.019,1032,1541
Jackson,Missouri,717204,115,6154913,126535,.38,199842,.6,.02,56434,77785
Stone,Missouri,31076,115,6154913,14800,.801,3506,.19,.009,553,782
Nodaway,Missouri,21241,115,6154913,6865,.694,2853,.289,.0170000000000001,302,427
Pemiscot,Missouri,15661,115,6154913,4120,.718,1560,.272,.01,341,415
Putnam,Missouri,4681,115,6154913,1984,.84,361,.153,.007,36,112
Cape Girardeau,Missouri,81710,115,6154913,28907,.717,10760,.267,.016,1476,2234
Knox,Missouri,3744,115,6154913,1486,.802,340,.183,.015,34,23
Dunklin,Missouri,28283,115,6154913,8135,.781,2200,.211,.008,1727,2042
Pike,Missouri,17587,115,6154913,5863,.762,1717,.223,.015,331,434
Macon,Missouri,15209,115,6154913,6076,.775,1662,.212,.013,150,276
Pettis,Missouri,42980,115,6154913,13854,.725,4783,.25,.025,3046,4016
Bollinger,Missouri,10567,115,6154913,5167,.864,750,.125,.011,98,153
Mississippi,Missouri,12577,115,6154913,3537,.744,1178,.248,.008,231,223
Henry,Missouri,21946,115,6154913,8027,.744,2619,.243,.013,369,573
Clark,Missouri,6634,115,6154913,2672,.787,678,.2,.013,42,50
Phelps,Missouri,44638,115,6154913,13480,.6889999999999999,5637,.288,.0230000000000001,923,1259
Gasconade,Missouri,14794,115,6154913,6222,.785,1601,.202,.013,152,189
Hickory,Missouri,8279,115,6154913,3966,.781,1056,.208,.011,91,132
Lafayette,Missouri,32984,115,6154913,12273,.72,4472,.262,.018,740,1047
Adair,Missouri,25314,115,6154913,6413,.621,3710,.359,.02,523,661
Oregon,Missouri,8635,115,6154913,3847,.8120000000000001,823,.174,.014,131,117
Ozark,Missouri,8553,115,6154913,4064,.836,752,.155,.009,128,109
Cass,Missouri,107824,115,6154913,37197,.648,19052,.332,.02,3988,5583
Barton,Missouri,11637,115,6154913,5168,.85,844,.139,.011,231,266
Benton,Missouri,19394,115,6154913,8109,.774,2180,.208,.018,291,310
Saline,Missouri,23333,115,6154913,6451,.678,2904,.305,.017,1925,2830
Shelby,Missouri,6103,115,6154913,2700,.806,592,.177,.017,71,117
Vernon,Missouri,19707,115,6154913,7155,.779,1903,.207,.014,336,426
Worth,Missouri,1973,115,6154913,877,.792,215,.194,.014,23,25
Jasper,Missouri,122761,115,6154913,37728,.721,13549,.259,.02,8027,11377
Livingston,Missouri,14557,115,6154913,5267,.779,1410,.209,.012,181,239
Clay,Missouri,253335,115,6154913,64605,.511,59400,.469,.02,13101,18850
Caldwell,Missouri,8815,115,6154913,3725,.796,897,.192,.012,143,151
Taney,Missouri,56066,115,6154913,20508,.781,5339,.203,.016,2494,4329
Buchanan,Missouri,84793,115,6154913,22450,.613,13445,.367,.02,4674,5600
Clinton,Missouri,21184,115,6154913,7799,.716,2896,.266,.018,322,502
Daviess,Missouri,8430,115,6154913,3102,.794,746,.191,.015,87,113
Monroe,Missouri,8666,115,6154913,3477,.776,936,.209,.015,85,159
Randolph,Missouri,24716,115,6154913,8018,.746,2485,.231,.023,413,572
Lewis,Missouri,10032,115,6154913,3553,.771,984,.213,.016,159,165
DeKalb,Missouri,11029,115,6154913,3828,.79,930,.192,.018,219,227
St. Louis,Missouri,301578,115,6154913,199493,.372,328151,.612,.016,25024,37178
Linn,Missouri,11874,115,6154913,4363,.763,1275,.223,.014,193,289
Christian,Missouri,88842,115,6154913,34920,.746,11131,.238,.016,1898,3012
Ray,Missouri,23158,115,6154913,8345,.716,3109,.267,.017,415,580
Audrain,Missouri,24962,115,6154913,7732,.726,2704,.254,.02,665,731
Scott,Missouri,38059,115,6154913,13769,.777,3753,.212,.011,705,935
Wayne,Missouri,10974,115,6154913,4987,.848,845,.144,.008,140,155
Harrison,Missouri,8157,115,6154913,3198,.836,597,.156,.008,141,168
Franklin,Missouri,104682,115,6154913,38058,.709,14569,.271,.02,1397,2205
St. Charles,Missouri,405262,115,6154913,128389,.578,89530,.403,.019,9983,16011
Harford,Maryland,260924,24,6177224,63095,.429,80930,.55,.0209999999999999,8613,14007
Talbot,Maryland,37526,24,6177224,11062,.494,10946,.489,.017,2073,3352
Cecil,Maryland,103725,24,6177224,16809,.356,29439,.623,.021,3407,5450
Charles,Maryland,166617,24,6177224,62171,.698,25579,.287,.0150000000000001,6259,11677
Anne Arundel,Maryland,588261,24,6177224,172823,.5629999999999999,127821,.416,.0210000000000001,32902,56796
Montgomery,Maryland,1062061,24,6177224,419569,.792,101222,.191,.017,165398,217409
Baltimore,Maryland,585708,24,6177224,207260,.878,25374,.107,.015,25960,45927
Kent,Maryland,19198,24,6177224,5329,.496,5195,.484,.02,907,1061
Worcester,Maryland,52460,24,6177224,12560,.398,18571,.588,.014,1622,2078
Queen Anne's,Maryland,49874,24,6177224,10709,.356,18741,.623,.021,1452,2538
Carroll,Maryland,172891,24,6177224,36456,.367,60218,.606,.027,4363,7745
Howard,Maryland,332317,24,6177224,129433,.714,48390,.267,.019,16729,27362
Dorchester,Maryland,32531,24,6177224,6857,.43,8764,.55,.02,1130,1777
Garrett,Maryland,28806,24,6177224,3281,.211,12002,.77,.019,220,321
St. Mary's,Maryland,113777,24,6177224,23138,.418,30826,.5570000000000001,.025,3972,6545
Wicomico,Maryland,103588,24,6177224,22054,.48,22944,.499,.021,4478,7091
Baltimore,Maryland,854535,24,6177224,258409,.627,146202,.355,.018,33735,61492
Calvert,Maryland,92783,24,6177224,22587,.463,25346,.519,.0179999999999999,2437,4202
Caroline,Maryland,33293,24,6177224,5095,.324,10283,.654,.0219999999999999,1816,2820
Washington,Maryland,154705,24,6177224,26044,.386,40224,.596,.018,5104,10289
Allegany,Maryland,68106,24,6177224,9158,.3,20886,.6850000000000001,.0149999999999999,1085,1149
Frederick,Maryland,271717,24,6177224,77675,.537,63682,.44,.023,17135,32119
Prince George's,Maryland,967201,24,6177224,379208,.897,37090,.088,.015,128972,205463
Somerset,Maryland,24620,24,6177224,4241,.419,5739,.5669999999999999,.014,863,1075
Jackson,Indiana,46428,92,6785528,14555,.757,4302,.224,.019,2410,6251
Floyd,Indiana,80484,92,6785528,23400,.5600000000000001,17511,.419,.021,1972,3082
Gibson,Indiana,33011,92,6785528,11817,.731,4023,.249,.02,441,680
Cass,Indiana,37870,92,6785528,10552,.695,4304,.283,.0220000000000001,4897,6675
Starke,Indiana,23371,92,6785528,7466,.726,2650,.258,.016,766,902
Randolph,Indiana,24502,92,6785528,8312,.751,2513,.227,.022,790,1156
Porter,Indiana,173215,92,6785528,45008,.521,39746,.46,.019,13933,18904
Howard,Indiana,83658,92,6785528,26449,.651,13303,.328,.021,2203,3060
Warrick,Indiana,63898,92,6785528,21326,.631,11923,.353,.016,946,1383
Adams,Indiana,35809,92,6785528,10686,.752,3236,.228,.02,1412,1637
Sullivan,Indiana,20817,92,6785528,6691,.744,2153,.239,.017,294,334
Lake,Indiana,498700,92,6785528,91760,.417,124870,.5679999999999999,.015,82663,99927
Franklin,Indiana,22785,92,6785528,9691,.8080000000000001,2137,.178,.014,210,219
Hamilton,Indiana,347467,92,6785528,101587,.524,88390,.456,.02,9426,18106
LaPorte,Indiana,112417,92,6785528,25997,.526,22427,.454,.02,6093,7985
Fulton,Indiana,20480,92,6785528,6694,.732,2280,.249,.019,882,1068
Boone,Indiana,70812,92,6785528,22351,.581,15244,.396,.023,1270,2775
Wells,Indiana,28180,92,6785528,10855,.773,2928,.208,.019,564,1019
Crawford,Indiana,10526,92,6785528,3483,.704,1355,.274,.022,126,121
Owen,Indiana,21321,92,6785528,7286,.736,2420,.244,.02,198,297
Fayette,Indiana,23398,92,6785528,7755,.765,2237,.221,.014,223,273
Putnam,Indiana,36726,92,6785528,12278,.74,3946,.238,.022,587,784
Hendricks,Indiana,174788,92,6785528,53802,.608,32604,.369,.023,4379,8056
Marshall,Indiana,46095,92,6785528,13844,.695,5712,.287,.0180000000000001,3971,5251
Miami,Indiana,35962,92,6785528,10925,.755,3235,.224,.021,906,1186
Scott,Indiana,24384,92,6785528,7328,.721,2698,.266,.013,354,535
Blackford,Indiana,12112,92,6785528,3841,.718,1376,.257,.025,117,252
White,Indiana,24688,92,6785528,7957,.713,3032,.272,.015,1746,2453
Whitley,Indiana,34191,92,6785528,12862,.733,4234,.241,.026,515,841
Madison,Indiana,130129,92,6785528,31215,.603,19524,.377,.02,4189,6263
Jay,Indiana,20478,92,6785528,6361,.752,1926,.228,.02,577,944
Delaware,Indiana,111903,92,6785528,26827,.5570000000000001,20474,.425,.018,2088,3533
Ohio,Indiana,5940,92,6785528,2054,.668,668,.217,.115,69,79
Lawrence,Indiana,45011,92,6785528,15601,.742,4961,.236,.022,545,765
Dearborn,Indiana,50679,92,6785528,19528,.77,5446,.215,.015,502,724
Union,Indiana,7087,92,6785528,2688,.772,736,.211,.017,82,74
Daviess,Indiana,33381,92,6785528,9576,.801,2169,.182,.017,1314,2103
Allen,Indiana,385410,92,6785528,92083,.545,73189,.433,.022,23093,32923
Steuben,Indiana,34435,92,6785528,11327,.701,4513,.279,.02,982,1427
Jasper,Indiana,32918,92,6785528,11383,.736,3798,.246,.018,1823,2342
Orange,Indiana,19867,92,6785528,6432,.728,2224,.252,.02,194,305
Greene,Indiana,30803,92,6785528,11103,.751,3389,.229,.02,322,551
Wabash,Indiana,30976,92,6785528,10762,.738,3494,.24,.022,697,897
Clay,Indiana,26466,92,6785528,9499,.775,2552,.208,.017,307,460
Vanderburgh,Indiana,180136,92,6785528,41844,.539,34415,.444,.017,3873,6313
Vigo,Indiana,106153,92,6785528,24545,.5629999999999999,18123,.416,.0210000000000001,2469,3239
Martin,Indiana,9812,92,6785528,4029,.783,1011,.197,.02,70,92
Tippecanoe,Indiana,186251,92,6785528,34581,.484,35017,.49,.026,12947,18647
Pike,Indiana,12250,92,6785528,4692,.754,1415,.227,.019,120,180
Fountain,Indiana,16479,92,6785528,6154,.771,1629,.204,.025,373,412
Washington,Indiana,28182,92,6785528,9114,.751,2784,.229,.02,304,400
Monroe,Indiana,139718,92,6785528,22071,.35,39861,.632,.018,4029,6358
Warren,Indiana,8440,92,6785528,3401,.761,974,.218,.021,70,193
Marion,Indiana,977203,92,6785528,134175,.345,247772,.637,.018,84466,129286
Montgomery,Indiana,37936,92,6785528,12659,.736,4213,.245,.019,1739,2281
Spencer,Indiana,19810,92,6785528,7357,.6830000000000001,3213,.298,.019,517,676
Clark,Indiana,121093,92,6785528,33668,.582,23093,.399,.019,5350,7891
Huntington,Indiana,36662,92,6785528,13147,.738,4255,.239,.023,631,1050
Morgan,Indiana,71780,92,6785528,27512,.761,7781,.215,.024,820,1274
Vermillion,Indiana,15439,92,6785528,5184,.6929999999999999,2145,.287,.0200000000000001,130,168
Henry,Indiana,48914,92,6785528,15043,.716,5544,.264,.02,691,977
Clinton,Indiana,33190,92,6785528,9334,.721,3361,.26,.019,4395,6142
Bartholomew,Indiana,82208,92,6785528,22410,.619,12934,.357,.024,4762,7257
Tipton,Indiana,15359,92,6785528,6110,.753,1834,.226,.021,346,434
Wayne,Indiana,66553,92,6785528,17567,.635,9524,.344,.021,1804,2495
Pulaski,Indiana,12514,92,6785528,4246,.731,1463,.252,.017,325,458
Ripley,Indiana,28995,92,6785528,11261,.789,2774,.194,.017,445,541
Posey,Indiana,25222,92,6785528,9206,.696,3811,.288,.0160000000000001,248,375
Jefferson,Indiana,33147,92,6785528,9663,.658,4731,.322,.02,755,1111
Grant,Indiana,66674,92,6785528,18543,.6830000000000001,8015,.295,.022,2517,3412
Parke,Indiana,16156,92,6785528,5400,.77,1503,.214,.016,215,225
Dubois,Indiana,43637,92,6785528,15033,.6909999999999999,6292,.289,.0200000000000001,2521,4146
Brown,Indiana,15475,92,6785528,5777,.643,3036,.338,.019,178,270
Hancock,Indiana,79840,92,6785528,28996,.676,12895,.301,.023,1216,2202
Newton,Indiana,13830,92,6785528,4942,.75,1509,.229,.021,717,1039
Noble,Indiana,47457,92,6785528,14195,.74,4660,.243,.017,4567,5250
Benton,Indiana,8719,92,6785528,3007,.732,1009,.246,.022,431,629
Rush,Indiana,16752,92,6785528,6035,.761,1754,.221,.018,190,252
Perry,Indiana,19170,92,6785528,5345,.613,3203,.367,.02,192,220
Shelby,Indiana,45055,92,6785528,14568,.729,5023,.251,.02,1647,2377
Switzerland,Indiana,9737,92,6785528,3133,.755,964,.232,.013,147,114
DeKalb,Indiana,43265,92,6785528,14237,.725,4966,.253,.022,1031,1185
Jennings,Indiana,27613,92,6785528,9490,.775,2523,.206,.019,571,859
St. Joseph,Indiana,272912,92,6785528,53164,.462,59896,.521,.017,19395,26576
Knox,Indiana,36282,92,6785528,11655,.728,4067,.254,.018,590,1005
Decatur,Indiana,26472,92,6785528,9575,.779,2439,.199,.022,426,614
Elkhart,Indiana,207047,92,6785528,46972,.632,26108,.351,.017,27886,39594
Johnson,Indiana,161765,92,6785528,51219,.66,24736,.319,.021,4270,6394
LaGrange,Indiana,40446,92,6785528,8110,.763,2355,.221,.016,1317,1733
Kosciusko,Indiana,80240,92,6785528,26499,.741,8364,.234,.025,5634,7492
Harrison,Indiana,39654,92,6785528,14565,.72,5343,.264,.016,581,928
Carroll,Indiana,20306,92,6785528,7086,.746,2224,.234,.02,711,823
Sequatchie,Tennessee,15826,95,6910840,5855,.8070000000000001,1298,.179,.014,462,621
Williamson,Tennessee,247726,95,6910840,86469,.622,50161,.361,.017,8166,14261
Bradley,Tennessee,108620,95,6910840,35204,.768,9851,.215,.017,4664,8461
Cheatham,Tennessee,41072,95,6910840,14438,.713,5514,.272,.015,910,1839
Coffee,Tennessee,57889,95,6910840,17883,.736,5705,.235,.029,2007,3259
Meigs,Tennessee,12758,95,6910840,4467,.8070000000000001,1008,.182,.011,176,220
Greene,Tennessee,70152,95,6910840,22259,.793,5199,.185,.022,1690,2535
Hardin,Tennessee,26831,95,6910840,9559,.828,1775,.154,.018,497,565
Unicoi,Tennessee,17928,95,6910840,6599,.794,1615,.194,.012,694,1107
Trousdale,Tennessee,11615,95,6910840,2936,.734,1012,.253,.013,198,375
Lewis,Tennessee,12582,95,6910840,4474,.798,1072,.191,.011,221,326
Maury,Tennessee,100974,95,6910840,31464,.674,14418,.309,.017,3909,7660
Shelby,Tennessee,929744,95,6910840,129815,.34,246105,.644,.0159999999999999,52092,77707
Loudon,Tennessee,54886,95,6910840,21713,.74,6948,.237,.023,3395,5356
White,Tennessee,27351,95,6910840,9606,.8080000000000001,2143,.18,.012,425,736
Fayette,Tennessee,41990,95,6910840,15690,.6830000000000001,7027,.306,.011,858,1430
McMinn,Tennessee,53276,95,6910840,18198,.797,4361,.191,.012,1482,2161
Warren,Tennessee,40953,95,6910840,11850,.74,3924,.245,.015,3224,3943
Montgomery,Tennessee,220069,95,6910840,42187,.55,32472,.423,.027,13752,22934
Claiborne,Tennessee,32043,95,6910840,10604,.819,2202,.17,.011,265,490
Clay,Tennessee,7581,95,6910840,2733,.78,735,.21,.01,126,130
Henry,Tennessee,32199,95,6910840,11239,.747,3548,.236,.017,553,877
Marshall,Tennessee,34318,95,6910840,11043,.742,3605,.242,.016,1386,2235
Lawrence,Tennessee,44159,95,6910840,15334,.819,3195,.171,.01,689,1117
Hamilton,Tennessee,366207,95,6910840,92108,.539,75522,.442,.019,14993,27075
Hickman,Tennessee,24925,95,6910840,7577,.771,2130,.217,.012,455,681
Davidson,Tennessee,715884,95,6910840,100218,.324,199703,.645,.0309999999999999,61117,98119
Grainger,Tennessee,23527,95,6910840,8565,.845,1467,.145,.01,530,773
Hawkins,Tennessee,56721,95,6910840,20405,.822,4083,.164,.014,669,889
Wilson,Tennessee,147737,95,6910840,50296,.677,22254,.299,.024,3691,8375
Perry,Tennessee,8366,95,6910840,2775,.8100000000000001,615,.179,.011,131,127
Wayne,Tennessee,16232,95,6910840,5795,.869,820,.123,.008,277,379
Rhea,Tennessee,32870,95,6910840,11050,.8100000000000001,2369,.174,.016,1187,1960
Smith,Tennessee,19904,95,6910840,7136,.788,1802,.199,.013,417,518
Overton,Tennessee,22511,95,6910840,7918,.789,2033,.203,.008,202,344
Jefferson,Tennessee,54683,95,6910840,18651,.79,4654,.197,.013,1619,2392
Roane,Tennessee,53404,95,6910840,19230,.742,6043,.233,.025,710,1011
Stewart,Tennessee,13657,95,6910840,4950,.787,1232,.196,.017,250,336
Decatur,Tennessee,11435,95,6910840,4229,.8070000000000001,904,.172,.021,308,358
Pickett,Tennessee,5001,95,6910840,2381,.8120000000000001,525,.179,.009,67,83
McNairy,Tennessee,25866,95,6910840,9093,.806,1943,.172,.022,396,438
Franklin,Tennessee,42774,95,6910840,13987,.731,4864,.254,.015,1029,1502
Lincoln,Tennessee,35319,95,6910840,12281,.787,2919,.187,.026,885,1268
Carter,Tennessee,56356,95,6910840,19584,.8,4529,.185,.015,890,1181
Lauderdale,Tennessee,25143,95,6910840,5674,.633,3193,.356,.011,564,587
Lake,Tennessee,7005,95,6910840,1492,.734,526,.259,.007,136,175
Weakley,Tennessee,32902,95,6910840,10396,.757,3020,.22,.023,700,905
Houston,Tennessee,8283,95,6910840,2718,.737,871,.236,.027,129,202
Grundy,Tennessee,13529,95,6910840,4802,.82,988,.169,.011,113,175
Haywood,Tennessee,17864,95,6910840,3343,.45,4012,.539,.011,723,838
Dyer,Tennessee,36801,95,6910840,11768,.781,3158,.209,.01,1002,1303
Scott,Tennessee,21850,95,6910840,8004,.884,986,.109,.007,120,205
Fentress,Tennessee,18489,95,6910840,7441,.852,1214,.139,.009,189,316
Hardeman,Tennessee,25462,95,6910840,5760,.573,4180,.416,.0110000000000001,376,494
Moore,Tennessee,6461,95,6910840,2888,.8159999999999999,573,.162,.022,70,101
Bedford,Tennessee,50237,95,6910840,14354,.752,4453,.233,.015,5083,7665
Cannon,Tennessee,14506,95,6910840,5190,.792,1261,.192,.016,210,395
Bledsoe,Tennessee,14913,95,6910840,4725,.821,971,.169,.01,255,459
Monroe,Tennessee,46250,95,6910840,16783,.8070000000000001,3764,.181,.012,1448,1937
Putnam,Tennessee,79854,95,6910840,23759,.708,9185,.274,.018,3858,6256
DeKalb,Tennessee,20080,95,6910840,6672,.784,1750,.206,.01,1239,1449
Carroll,Tennessee,28440,95,6910840,9205,.773,2559,.215,.012,595,769
Crockett,Tennessee,13911,95,6910840,4673,.764,1382,.226,.01,1274,1498
Hamblen,Tennessee,64499,95,6910840,18811,.764,5500,.223,.013,6711,9483
Benton,Tennessee,15864,95,6910840,5668,.781,1529,.211,.008,291,375
Macon,Tennessee,25216,95,6910840,8096,.853,1307,.138,.009,919,1684
Campbell,Tennessee,39272,95,6910840,12331,.826,2441,.163,.011,472,500
Morgan,Tennessee,21035,95,6910840,6930,.842,1167,.142,.016,188,299
Van Buren,Tennessee,6168,95,6910840,2342,.802,544,.186,.012,50,83
Blount,Tennessee,135280,95,6910840,47369,.711,17932,.269,.02,3441,5709
Johnson,Tennessee,17948,95,6910840,6468,.829,1246,.16,.011,269,516
Sumner,Tennessee,196281,95,6910840,63454,.6850000000000001,27680,.299,.016,6308,12870
Tipton,Tennessee,60970,95,6910840,20070,.735,6837,.25,.015,1269,1686
Cumberland,Tennessee,61145,95,6910840,25168,.78,6728,.208,.012,1307,1936
Rutherford,Tennessee,341486,95,6910840,81480,.5659999999999999,59341,.412,.0220000000000001,17500,38317
Henderson,Tennessee,27842,95,6910840,9797,.8149999999999999,2092,.174,.0110000000000001,532,719
Jackson,Tennessee,11617,95,6910840,4118,.774,1135,.213,.013,164,245
Chester,Tennessee,17341,95,6910840,5952,.785,1412,.186,.029,343,528
Robertson,Tennessee,72803,95,6910840,24536,.728,8692,.258,.014,3903,6878
Giles,Tennessee,30346,95,6910840,9784,.741,3298,.25,.009,471,728
Sullivan,Tennessee,158163,95,6910840,55860,.751,17272,.232,.017,2321,3548
Polk,Tennessee,17544,95,6910840,6792,.8120000000000001,1492,.178,.01,233,297
Union,Tennessee,19802,95,6910840,6803,.837,1249,.154,.009,249,404
Dickson,Tennessee,54315,95,6910840,17643,.725,6106,.251,.024,1573,2582
Gibson,Tennessee,50429,95,6910840,16259,.728,5771,.258,.014,1012,1439
Cocke,Tennessee,35999,95,6910840,12162,.8179999999999999,2533,.17,.012,628,954
Sevier,Tennessee,98380,95,6910840,33783,.776,8721,.2,.024,4787,8614
Humphreys,Tennessee,18990,95,6910840,6120,.743,2017,.245,.012,278,449
Anderson,Tennessee,77123,95,6910840,23184,.652,11741,.33,.018,1768,2820
Marion,Tennessee,28837,95,6910840,9911,.748,3177,.24,.012,361,601
Hancock,Tennessee,6662,95,6910840,2372,.864,362,.132,.004,13,40
Washington,Tennessee,133001,95,6910840,40444,.672,18638,.31,.018,3633,6136
Madison,Tennessee,98823,95,6910840,23943,.5570000000000001,18390,.428,.015,3306,4722
Knox,Tennessee,478971,95,6910840,124540,.5649999999999999,91422,.415,.0200000000000001,15012,28568
Obion,Tennessee,30787,95,6910840,10790,.798,2589,.191,.011,999,1574
Hampden,Massachusetts,465825,14,7029917,125948,.579,87318,.402,.019,96776,121319
Worcester,Massachusetts,862111,14,7029917,248773,.578,171683,.399,.023,75422,111902
Nantucket,Massachusetts,14255,14,7029917,5241,.72,1914,.263,.017,957,2312
Dukes,Massachusetts,20600,14,7029917,9914,.777,2631,.206,.017,384,534
Franklin,Massachusetts,71029,14,7029917,30030,.71,11201,.265,.025,2250,3592
Berkshire,Massachusetts,129026,14,7029917,51705,.727,18064,.254,.019,4530,7064
Norfolk,Massachusetts,725981,14,7029917,273312,.674,125294,.309,.017,22004,38110
Hampshire,Massachusetts,162308,14,7029917,63362,.724,22281,.255,.021,7455,11622
Essex,Massachusetts,809829,14,7029917,267198,.637,144837,.345,.018,122745,182847
Barnstable,Massachusetts,228996,14,7029917,91994,.614,55311,.369,.017,4687,7908
Suffolk,Massachusetts,797936,14,7029917,270522,.8100000000000001,58613,.176,.014,143455,178527
Plymouth,Massachusetts,530819,14,7029917,173630,.578,121227,.403,.019,15619,23952
Middlesex,Massachusetts,1632002,14,7029917,617196,.718,226956,.264,.018,98350,143245
Bristol,Massachusetts,579200,14,7029917,153377,.551,119872,.431,.018,33020,54751
Pima,Arizona,1043433,15,7151502,304981,.586,207758,.399,.015,338802,372788
Pinal,Arizona,425264,15,7151502,75106,.406,107077,.579,.015,106977,121533
Cochise,Arizona,125447,15,7151502,23732,.393,35557,.588,.019,42543,42615
Coconino,Arizona,145101,15,7151502,44698,.61,27052,.369,.021,18166,21719
Greenlee,Arizona,9563,15,7151502,1182,.321,2433,.66,.019,4040,4376
Yavapai,Arizona,236209,15,7151502,49602,.346,91527,.639,.015,28728,34390
Gila,Arizona,53272,15,7151502,8943,.323,18377,.664,.013,9588,9283
Mohave,Arizona,213267,15,7151502,24831,.237,78535,.75,.013,29569,34126
Navajo,Arizona,106717,15,7151502,23383,.452,27657,.534,.014,11571,10887
Graham,Arizona,38533,15,7151502,4034,.269,10749,.717,.014,11320,11428
La Paz,Arizona,16557,15,7151502,2236,.3,5129,.6879999999999999,.012,4806,4197
Maricopa,Arizona,4420568,15,7151502,1040774,.503,995665,.481,.016,1128741,1351415
Apache,Arizona,66021,15,7151502,23293,.662,11442,.325,.013,4113,3861
Yuma,Arizona,203881,15,7151502,32210,.461,36534,.523,.0159999999999999,116912,130003
Santa Cruz,Arizona,47669,15,7151502,13138,.672,6194,.317,.011,39273,39632
Clark,Washington,503311,39,7705281,140324,.513,126303,.462,.025,32166,58790
Benton,Washington,206873,39,7705281,38706,.378,60365,.59,.032,32696,49339
